Rv_ID,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_carey_rv,carey_630_vs_carey_rv,carey_631_vs_carey_rv,carey_632_vs_carey_rv,carey_641_vs_carey_rv,carey_662_vs_carey_rv,carey_663_vs_carey_rv,carey_667_vs_carey_rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library,129s1.SvImJ_vs_in_vitro,A.J_vs_in_vitro,C57BL.6J_vs_in_vitro,CC001.Unc_vs_in_vitro,CC002.Unc_vs_in_vitro,CC003.Unc_vs_in_vitro,CC004.TauUnc_vs_in_vitro,CC005.TauUnc_vs_in_vitro,CC006.TauUnc_vs_in_vitro,CC007.Unc_vs_in_vitro,CC008.GeniUnc_vs_in_vitro,CC009.Unc_vs_in_vitro,CC010.GeniUnc_vs_in_vitro,CC011.Unc_vs_in_vitro,CC012.GeniUnc_vs_in_vitro,CC013.GeniUnc_vs_in_vitro,CC015.Unc_vs_in_vitro,CC016.GeniUnc_vs_in_vitro,CC017.Unc_vs_in_vitro,CC018.Unc_vs_in_vitro,CC019.TauUnc_vs_in_vitro,CC021.Unc_vs_in_vitro,CC022.GeniUnc_vs_in_vitro,CC023.GeniUnc_vs_in_vitro,CC024.GeniUnc_vs_in_vitro,CC025.GeniUnc_vs_in_vitro,CC027.GeniUnc_vs_in_vitro,CC028.GeniUnc_vs_in_vitro,CC030.GeniUnc_vs_in_vitro,CC031.GeniUnc_vs_in_vitro,CC032.GeniUnc_vs_in_vitro,CC033.GeniUnc_vs_in_vitro,CC034.Unc_vs_in_vitro,CC035.Unc_vs_in_vitro,CC037.TauUnc_vs_in_vitro,CC038.GeniUnc_vs_in_vitro,CC039.Unc_vs_in_vitro,CC040.TauUnc_vs_in_vitro,CC041.TauUnc_vs_in_vitro,CC042.GeniUnc_vs_in_vitro,CC043.GeniUnc_vs_in_vitro,CC044.Unc_vs_in_vitro,CC045.GeniUnc_vs_in_vitro,CC046.Unc_vs_in_vitro,CC047.Unc_vs_in_vitro,CC051.TauUnc_vs_in_vitro,CC056.GeniUnc_vs_in_vitro,CC057.Unc_vs_in_vitro,CC059.TauUnc_vs_in_vitro,CC061.GeniUnc_vs_in_vitro,CC065.Unc_vs_in_vitro,Cast.EiJ_vs_in_vitro,IFNG_vs_in_vitro,NOD.ShiLtJ_vs_in_vitro,NOS_vs_in_vitro,NZO.H1LtJ_vs_in_vitro,PWK.PhJ_vs_in_vitro,Phox_vs_in_vitro,Rag_vs_in_vitro,Wsb.Eij_vs_in_vitro,mbio_H37Rv_vs_in_vitro,BXD102_vs_in_vitro_H37Rv,BXD29_vs_in_vitro_H37Rv,BXD39_vs_in_vitro_H37Rv,BXD40_vs_in_vitro_H37Rv,BXD48a_vs_in_vitro_H37Rv,BXD51_vs_in_vitro_H37Rv,BXD54_vs_in_vitro_H37Rv,BXD56_vs_in_vitro_H37Rv,BXD60_vs_in_vitro_H37Rv,BXD62_vs_in_vitro_H37Rv,BXD67_vs_in_vitro_H37Rv,BXD69_vs_in_vitro_H37Rv,BXD73_vs_in_vitro_H37Rv,BXD73b_vs_in_vitro_H37Rv,BXD77_vs_in_vitro_H37Rv,BXD79_vs_in_vitro_H37Rv,BXD90_vs_in_vitro_H37Rv,BXD93_vs_in_vitro_H37Rv,BXD9_vs_in_vitro_H37Rv,C57BL.6J_vs_in_vitro_H37Rv,DBA.2J_vs_in_vitro_H37Rv,Functional_Category
Rv2130c,0.0,0.057,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.021,0.0136,0.5962,0.0096099999999999,0.0566,0.02132,0.37528,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.36198,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01634,1.0,1.0,1.0,1.0,1.0,1.0,0.87134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv2131c,1.0,1.0,0.0532,0.07887,0.0,0.46574,0.0,0.0,0.00907,0.0,1.0,1.0,1.0,0.8963,0.3108,0.0927299999999999,0.98436,0.94229,0.59359,0.3116,1.0,0.0,1.0,0.0,0.37,1.0,0.0,0.16909,1.0,0.0,0.24291,1.0,1.0,1.0,1.0,1.0,0.06182,0.64895,1.0,0.13145,0.27581,1.0,1.0,1.0,0.66527,1.0,0.01781,1.0,1.0,0.0,0.0,1.0,1.0,0.17122,1.0,1.0,0.9614,1.0,1.0,0.55483,1.0,1.0,0.03178,0.00387,0.41952,1.0,1.0,0.23205,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7376199999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.30746,1.0,1.0,0.83754,1.0,1.0,1.0,0.3659,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.456,1.0,0.27244,1.0,1.0,0.7522800000000001,1.0,0.0,1.0,0.36889,0.27529,0.8184,1.0,0.893,1.0,0.29131,1.0,1.0,1.0,0.14874,0.0292,1.0,0.0,0.0,0.8404,1.0,1.0,1.0,0.00917,intermediary metabolism and respiration
Rv2136c,1.0,1.0,1.0,1.0,1.0,0.73055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87571,1.0,0.99134,1.0,0.23499,0.34812,1.0,0.94084,0.79003,1.0,1.0,0.38014,0.68567,1.0,1.0,1.0,1.0,0.5997399999999999,1.0,1.0,0.0,0.95672,1.0,1.0,1.0,0.97527,1.0,0.92105,1.0,0.0,0.82775,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94573,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76754,0.793,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8608600000000001,1.0,1.0,1.0,1.0,1.0,1.0,0.98594,0.94308,0.63343,1.0,1.0,1.0,1.0,0.88725,0.6752100000000001,1.0,1.0,1.0,1.0,1.0,1.0,0.96771,0.97672,1.0,1.0,1.0,1.0,1.0,1.0,0.91686,1.0,1.0,1.0,0.14151,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv2138,1.0,1.0,1.0,1.0,1.0,0.82139,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98004,1.0,0.92171,1.0,1.0,0.5454,1.0,1.0,1.0,0.45771,0.86179,1.0,0.85557,0.57265,1.0,0.84403,1.0,1.0,1.0,1.0,1.0,1.0,0.98983,1.0,1.0,1.0,0.376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03521,1.0,1.0,1.0,1.0,0.91635,1.0,1.0,0.0,0.0428399999999999,1.0,1.0,1.0,0.95142,1.0,1.0,1.0,1.0,1.0,1.0,0.94517,1.0,1.0,1.0,1.0,0.91295,1.0,1.0,1.0,1.0,1.0,0.86375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7412,0.99882,0.93378,0.83365,1.0,1.0,1.0,1.0,1.0,0.8227899999999999,0.94013,1.0,1.0,1.0,1.0,1.0,1.0,0.7632399999999999,1.0,1.0,0.98038,0.94524,1.0,1.0,0.94037,1.0,1.0,1.0,0.43953,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.81299,0.97808,1.0,1.0,1.0,1.0,1.0,1.0,0.9654,0.98736,1.0,0.83601,cell wall and cell processes
Rv2139,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8866700000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83754,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv2141c,1.0,1.0,1.0,1.0,1.0,0.28326,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11222,1.0,0.94015,0.7644,1.0,1.0,0.9733,1.0,0.95292,1.0,0.17124,1.0,1.0,0.5715600000000001,0.81381,1.0,0.6281399999999999,0.6241899999999999,0.55366,0.17361,1.0,1.0,0.67278,0.91961,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67823,1.0,1.0,1.0,1.0,1.0,0.47381,1.0,1.0,1.0,0.64659,1.0,1.0,1.0,0.8503299999999999,1.0,1.0,1.0,0.37358,1.0,1.0,1.0,1.0,1.0,1.0,0.81099,1.0,1.0,1.0,1.0,0.27003,1.0,0.8340200000000001,1.0,1.0,0.75754,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96599,1.0,0.98073,0.99655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6842699999999999,1.0,0.5421199999999999,1.0,1.0,1.0,0.71727,1.0,1.0,1.0,1.0,1.0,0.5930300000000001,1.0,1.0,0.7930699999999999,1.0,0.75559,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.86633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97692,1.0,0.65456,1.0,intermediary metabolism and respiration
Rv2142c,1.0,1.0,1.0,1.0,1.0,0.78928,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.38391,0.47822,1.0,0.82337,1.0,0.8628,0.8007,1.0,0.79406,1.0,0.44451,0.77363,1.0,0.99498,0.3192,1.0,0.52645,0.77237,1.0,1.0,1.0,1.0,1.0,0.48606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97527,1.0,0.98411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.62344,1.0,1.0,0.92318,1.0,0.80504,1.0,1.0,1.0,1.0,1.0,0.33337,1.0,1.0,1.0,1.0,0.83754,1.0,0.96817,0.5985,1.0,1.0,0.28817,0.97866,0.98055,0.99375,1.0,1.0,1.0,1.0,0.80394,0.4655,0.73746,0.9513,1.0,1.0,1.0,1.0,1.0,0.82804,1.0,1.0,0.93279,0.95815,1.0,1.0,1.0,1.0,1.0,1.0,0.8730600000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"virulence, detoxification, adaptation"
Rv2144c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7453,0.97414,1.0,1.0,1.0,0.8950899999999999,0.94608,1.0,1.0,0.10299,0.86179,1.0,0.85557,1.0,1.0,1.0,1.0,0.76151,1.0,1.0,1.0,1.0,0.94268,1.0,1.0,0.0518,0.66057,1.0,1.0,1.0,1.0,1.0,0.98895,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.74134,1.0,1.0,1.0,1.0,1.0,1.0,0.44277,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8546799999999999,1.0,1.0,1.0,1.0,1.0,0.88641,1.0,0.87031,1.0,1.0,1.0,0.99949,1.0,1.0,1.0,1.0,0.9467,0.7799699999999999,1.0,0.82995,1.0,1.0,1.0,0.95153,0.6571,0.7065600000000001,1.0,1.0,1.0,1.0,0.96876,0.88961,1.0,0.91254,1.0,1.0,1.0,1.0,1.0,0.98852,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7522800000000001,1.0,0.3285099999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.78939,1.0,1.0,1.0,cell wall and cell processes
Rv2145c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97964,1.0,1.0,1.0,1.0,1.0,1.0,0.95561,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93804,1.0,1.0,0.92329,cell wall and cell processes
Rv2146c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92514,1.0,0.94015,1.0,1.0,1.0,0.6562899999999999,1.0,0.53005,1.0,0.3725199999999999,1.0,1.0,0.8308,1.0,1.0,0.79443,1.0,1.0,1.0,1.0,1.0,1.0,0.77437,1.0,1.0,0.2502,1.0,1.0,1.0,1.0,1.0,0.68353,0.6201,1.0,1.0,0.54185,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55575,1.0,1.0,1.0,0.8174899999999999,1.0,1.0,1.0,0.92123,1.0,1.0,1.0,1.0,1.0,0.82865,0.83635,1.0,1.0,1.0,1.0,0.60974,1.0,1.0,1.0,1.0,1.0,0.8397700000000001,1.0,1.0,1.0,1.0,0.90061,0.81209,1.0,1.0,1.0,1.0,0.8074600000000001,0.91651,0.99676,1.0,1.0,1.0,1.0,1.0,1.0,0.72639,0.92949,0.90693,1.0,1.0,1.0,1.0,1.0,0.7431399999999999,1.0,1.0,0.83362,1.0,1.0,1.0,1.0,1.0,0.8382700000000001,1.0,0.27209,1.0,1.0,0.83388,0.60691,1.0,1.0,0.61009,0.55972,1.0,0.8269,0.8784,1.0,0.75037,0.50892,1.0,1.0,0.68132,0.84654,0.56573,0.74831,0.35173,cell wall and cell processes
Rv2150c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.74941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.57945,0.99933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv2151c,1.0,1.0,1.0,1.0,1.0,0.81701,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.78751,1.0,1.0,1.0,0.95142,1.0,0.6466,1.0,0.45771,1.0,1.0,0.85557,0.83114,1.0,0.84403,1.0,1.0,1.0,1.0,1.0,1.0,0.63502,1.0,1.0,0.93974,1.0,1.0,1.0,1.0,1.0,1.0,0.33845,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91614,1.0,1.0,1.0,0.8174899999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92644,0.95038,1.0,1.0,1.0,1.0,0.95798,1.0,1.0,1.0,1.0,1.0,0.94944,1.0,1.0,1.0,1.0,1.0,0.926,1.0,1.0,1.0,1.0,0.92012,1.0,1.0,0.98304,1.0,1.0,1.0,1.0,0.9984,0.86062,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8830100000000001,1.0,1.0,1.0,1.0,1.0,0.94336,1.0,1.0,0.93711,1.0,0.4767,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.65674,1.0,1.0,1.0,0.81084,1.0,1.0,1.0,1.0,1.0,1.0,0.99641,cell wall and cell processes
Rv2152c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.54577,0.33875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97407,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv2153c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.57295,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv2154c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87516,1.0,1.0,0.94561,1.0,0.97245,1.0,1.0,0.6466,1.0,0.92878,1.0,1.0,0.85557,1.0,1.0,0.84403,0.87951,0.76151,1.0,1.0,1.0,1.0,0.70736,1.0,1.0,0.92221,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99685,1.0,0.88197,1.0,1.0,1.0,1.0,1.0,1.0,0.74417,1.0,0.47895,0.7278399999999999,0.98065,1.0,1.0,1.0,1.0,1.0,0.9153,1.0,0.84119,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96381,1.0,1.0,1.0,1.0,1.0,1.0,0.51183,0.63343,1.0,1.0,1.0,1.0,1.0,0.86167,1.0,0.75739,1.0,1.0,1.0,1.0,0.99201,1.0,1.0,0.75745,0.71768,1.0,1.0,0.92368,1.0,1.0,0.68708,1.0,0.69753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.969,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87229,cell wall and cell processes
Rv2155c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv2156c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174899999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,cell wall and cell processes
