Rv_ID,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_carey_rv,carey_630_vs_carey_rv,carey_631_vs_carey_rv,carey_632_vs_carey_rv,carey_641_vs_carey_rv,carey_662_vs_carey_rv,carey_663_vs_carey_rv,carey_667_vs_carey_rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library,Functional_Category
Rv1216c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94859,1.0,1.0,1.0,1.0,1.0,0.93638,1.0,0.61144,1.0,1.0,0.66897,1.0,1.0,0.53901,1.0,0.5555,0.91059,1.0,1.0,1.0,1.0,1.0,0.66564,0.8866700000000001,1.0,0.6595,1.0,1.0,1.0,1.0,0.57063,1.0,0.99739,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6905100000000001,1.0,1.0,0.93771,1.0,1.0,1.0,0.28662,cell wall and cell processes
Rv1217c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92784,1.0,0.04477,1.0,1.0,0.59834,1.0,0.14626,1.0,1.0,0.92253,0.28175,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93468,0.94469,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35034,1.0,0.70398,1.0,1.0,1.0,0.29647,cell wall and cell processes
Rv1218c,1.0,1.0,1.0,1.0,1.0,0.4239600000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87516,0.98004,1.0,0.94561,1.0,1.0,0.76751,1.0,0.99915,1.0,0.0,0.20608,1.0,0.85557,0.57307,1.0,1.0,0.8451700000000001,0.99865,1.0,1.0,1.0,1.0,0.84452,1.0,1.0,0.5979399999999999,0.30332,1.0,1.0,1.0,1.0,1.0,0.52757,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.27677,1.0,cell wall and cell processes
Rv1219c,1.0,1.0,1.0,1.0,1.0,0.2793,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8350799999999999,0.8939600000000001,0.95968,0.9788,1.0,1.0,0.96799,1.0,1.0,1.0,0.08048999999999999,0.40161,1.0,0.41248,0.19427,1.0,0.92799,1.0,1.0,1.0,1.0,1.0,1.0,0.95039,1.0,1.0,0.80576,0.27803,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.57602,1.0,1.0,0.67715,1.0,1.0,1.0,1.0,regulatory proteins
Rv1220c,1.0,1.0,1.0,0.27329000000000003,1.0,0.47324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33999,0.88694,1.0,1.0,1.0,1.0,0.36426,1.0,0.0,1.0,0.5270699999999999,0.49746,0.95788,0.86506,0.19423,1.0,0.99948,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.68807,1.0,0.66647,0.00508,1.0,1.0,1.0,0.97527,1.0,0.00608,1.0,1.0,0.0089,0.08903,1.0,0.00673,0.11211,1.0,1.0,1.0,1.0,1.0,0.91181,1.0,1.0,1.0,0.00703,intermediary metabolism and respiration
Rv1221,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91618,0.79761,1.0,1.0,1.0,0.6844100000000001,1.0,1.0,0.8535200000000001,1.0,1.0,0.93895,1.0,1.0,1.0,1.0,1.0,1.0,0.8173600000000001,0.997,1.0,1.0,0.92226,1.0,1.0,1.0,1.0,1.0,0.84406,1.0,1.0,0.67853,1.0,1.0,1.0,1.0,1.0,1.0,0.88079,1.0,1.0,0.5946600000000001,1.0,1.0,1.0,1.0,information pathways
Rv1222,1.0,1.0,1.0,1.0,1.0,0.56108,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.64558,1.0,0.93875,1.0,1.0,0.88244,0.92784,1.0,1.0,1.0,0.54952,0.59218,1.0,0.85557,0.53505,1.0,0.95716,0.79609,0.80582,1.0,1.0,1.0,1.0,0.6658,1.0,1.0,0.84452,0.79679,1.0,1.0,1.0,0.97527,1.0,0.79903,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99697,1.0,1.0,0.67784,1.0,1.0,1.0,1.0,information pathways
Rv1223,1.0,1.0,1.0,1.0,1.0,0.49397,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.90696,0.98483,1.0,0.99916,1.0,1.0,0.9183,1.0,1.0,1.0,0.70987,0.32271,1.0,0.85557,0.57067,1.0,0.6499,0.8451700000000001,0.96406,1.0,1.0,1.0,1.0,0.92205,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv1224,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87516,1.0,0.78751,0.80401,1.0,0.82144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75522,1.0,1.0,0.60672,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv1225c,1.0,1.0,1.0,0.9161,1.0,0.47324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.89149,0.92,0.98693,0.94561,1.0,0.82144,0.95798,1.0,0.90766,1.0,1.0,1.0,1.0,0.97324,0.37871,1.0,0.84403,0.15077000000000002,0.76151,1.0,1.0,1.0,1.0,0.95959,0.8521,1.0,0.36764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70398,1.0,1.0,1.0,0.34643,conserved hypotheticals
Rv1226c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.78751,1.0,1.0,1.0,0.98718,1.0,0.8404299999999999,1.0,0.18883,0.04866,1.0,0.48805,0.12079,1.0,0.90774,0.4593100000000001,1.0,1.0,1.0,1.0,1.0,0.19605,1.0,1.0,1.0,0.91791,0.49543,0.4045,1.0,1.0,1.0,0.24143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv1227c,1.0,1.0,1.0,1.0,1.0,0.91076,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.90565,0.92171,1.0,1.0,0.71136,1.0,0.26009,1.0,0.05255,0.83815,1.0,0.8710200000000001,0.56812,1.0,0.84403,0.49505,1.0,1.0,1.0,1.0,1.0,0.99042,1.0,1.0,1.0,0.74624,1.0,1.0,0.97533,1.0,1.0,0.45327,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.52752,0.94398,1.0,0.96996,0.47168,cell wall and cell processes
Rv1228,1.0,1.0,1.0,1.0,1.0,0.2935,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6053,1.0,0.53235,1.0,1.0,1.0,0.96451,1.0,0.8637,1.0,0.61639,0.20915,1.0,1.0,0.42131,1.0,0.76477,0.6241899999999999,1.0,1.0,1.0,1.0,1.0,0.21385,1.0,1.0,1.0,0.74754,1.0,1.0,1.0,0.97527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8685299999999999,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv1229c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87516,1.0,0.96986,1.0,1.0,1.0,0.9183,1.0,1.0,1.0,0.59708,0.49746,1.0,0.7107399999999999,0.57307,1.0,0.84403,1.0,1.0,1.0,1.0,1.0,1.0,0.87141,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8744700000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.79824,1.0,1.0,0.54577,1.0,intermediary metabolism and respiration
Rv1230c,1.0,1.0,1.0,0.90447,1.0,0.42673,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.53487,1.0,0.93628,1.0,1.0,1.0,0.99732,1.0,0.96308,1.0,0.39935,1.0,1.0,0.49027,0.45482,1.0,1.0,1.0,0.99865,1.0,1.0,1.0,1.0,0.5444,1.0,1.0,0.6837300000000001,0.90503,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67324,1.0,1.0,1.0,0.94816,cell wall and cell processes
Rv1231c,1.0,1.0,1.0,1.0,1.0,0.75651,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6815899999999999,1.0,0.94015,0.92098,1.0,1.0,0.53174,1.0,1.0,1.0,0.4577100000000001,0.64286,1.0,0.62353,0.81866,1.0,0.57306,0.80696,1.0,0.5142399999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.74134,1.0,1.0,0.41483,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv1232c,1.0,1.0,1.0,1.0,1.0,0.99288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6279600000000001,1.0,1.0,1.0,1.0,1.0,0.9183,1.0,1.0,1.0,0.61731,1.0,1.0,0.93851,0.7203,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97853,1.0,1.0,1.0,0.77163,1.0,0.8820899999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70209,0.11245,1.0,1.0,1.0,1.0,conserved hypotheticals
Rv1233c,1.0,1.0,1.0,1.0,1.0,0.37518,1.0,1.0,1.0,1.0,1.0,0.45972,1.0,0.6986100000000001,1.0,0.60961,1.0,1.0,1.0,0.97598,1.0,0.98227,1.0,1.0,1.0,1.0,0.52284,0.46839,1.0,1.0,1.0,1.0,0.55748,1.0,1.0,1.0,0.8444,1.0,1.0,0.6059100000000001,1.0,1.0,1.0,1.0,0.90392,1.0,0.6802,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7979999999999999,1.0,1.0,0.66083,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv1234,1.0,1.0,1.0,0.35071,1.0,0.48671,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.80929,1.0,0.98107,0.94561,1.0,1.0,1.0,1.0,0.6466,1.0,0.67205,1.0,0.59097,1.0,0.79003,1.0,0.92279,0.77671,1.0,1.0,1.0,1.0,1.0,0.7242,1.0,1.0,0.9706,0.07883,1.0,1.0,1.0,0.29067,0.90335,0.42007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.39382,0.37902,cell wall and cell processes
Rv1235,1.0,1.0,1.0,1.0,1.0,0.80016,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98693,0.89449,1.0,1.0,0.76926,1.0,0.0,1.0,0.5999,0.93972,0.46149,1.0,0.24215,1.0,0.59145,0.5433,0.02012,1.0,1.0,1.0,1.0,0.96547,1.0,1.0,0.28449,0.28619,1.0,1.0,1.0,0.5230899999999999,1.0,0.73828,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.74134,1.0,1.0,0.45329,1.0,1.0,0.21301,0.8174899999999999,cell wall and cell processes
Rv1236,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.84593,0.98325,1.0,1.0,0.99732,1.0,1.0,0.8740000000000001,0.3276,1.0,0.49422,0.6589,1.0,0.87413,1.0,0.8877,0.24035,0.36908,1.0,1.0,1.0,0.8117,1.0,1.0,1.0,0.14040999999999998,1.0,0.9305,0.81009,1.0,1.0,0.47592,1.0,1.0,0.95778,1.0,1.0,1.0,1.0,1.0,1.0,0.8391799999999999,1.0,1.0,1.0,1.0,1.0,1.0,0.48328,cell wall and cell processes
Rv1237,1.0,1.0,1.0,1.0,1.0,0.30016,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92367,0.98483,1.0,1.0,1.0,0.86634,1.0,1.0,0.00676,1.0,0.80178,0.29362,1.0,0.40324,0.27987,1.0,0.2678,0.65077,0.09131,1.0,1.0,1.0,1.0,0.6623399999999999,0.8897299999999999,1.0,0.49715,0.27803,1.0,1.0,1.0,0.37518,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10687,0.06521,cell wall and cell processes
Rv1238,1.0,1.0,1.0,1.0,1.0,0.69155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.26321,1.0,0.92729,0.94561,1.0,0.93004,1.0,1.0,0.0,1.0,0.047,0.8256399999999999,0.57307,0.35733000000000004,0.79192,1.0,0.27814,0.46765,0.05586,0.26213000000000003,1.0,1.0,1.0,1.0,1.0,1.0,0.98401,0.0191,1.0,1.0,1.0,1.0,1.0,0.06106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08855,cell wall and cell processes
Rv1239c,1.0,1.0,1.0,1.0,1.0,0.37794,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95074,0.97377,0.94697,0.80401,1.0,0.5211600000000001,0.95991,0.25326,0.44287,1.0,0.04764,0.8817200000000001,1.0,0.64988,0.11294,1.0,0.60007,0.5433,1.0,1.0,1.0,1.0,1.0,0.1847,0.0,1.0,0.5847399999999999,0.0,1.0,1.0,1.0,0.61905,0.04893,0.51151,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8202200000000001,0.73845,1.0,1.0,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv1240,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76088,1.0,1.0,0.56134,1.0,1.0,1.0,1.0,1.0,0.98411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv1241,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87516,0.94047,1.0,0.98325,1.0,1.0,0.67037,1.0,0.52898,1.0,0.38291,1.0,1.0,0.8292700000000001,1.0,1.0,0.79443,1.0,1.0,1.0,1.0,1.0,1.0,0.8703799999999999,1.0,1.0,0.98301,1.0,1.0,1.0,1.0,0.94612,1.0,0.40313,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94937,1.0,1.0,1.0,1.0,"virulence, detoxification, adaptation"
Rv1242,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8647100000000001,1.0,0.94015,0.3585,1.0,1.0,1.0,1.0,0.99003,1.0,0.18598,0.58326,1.0,0.29581,0.4597,1.0,0.81517,0.63367,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6617,1.0,1.0,1.0,1.0,0.73027,1.0,0.94228,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6159399999999999,1.0,1.0,1.0,1.0,"virulence, detoxification, adaptation"
Rv1243c,1.0,1.0,1.0,1.0,1.0,0.2793,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08512,0.97864,0.86377,0.94374,1.0,1.0,0.7094,0.92693,1.0,1.0,0.49068,0.74787,1.0,0.78084,0.52072,1.0,1.0,0.42542,0.5717399999999999,1.0,1.0,1.0,1.0,0.67952,0.47744,1.0,0.96229,1.0,1.0,1.0,1.0,0.97527,1.0,0.03442,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99697,1.0,1.0,1.0,1.0,1.0,1.0,1.0,PE/PPE
Rv1244,1.0,1.0,1.0,1.0,1.0,0.99397,1.0,1.0,0.93553,1.0,0.18899999999999997,0.31645,1.0,1.0,1.0,1.0,0.98173,1.0,0.79635,0.92234,1.0,0.03209,1.0,0.7851199999999999,0.7528600000000001,1.0,0.0,0.60861,1.0,1.0,0.50122,1.0,1.0,1.0,1.0,1.0,0.99179,0.95048,1.0,0.0,0.13252,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.08774,0.0,0.0,1.0,1.0,0.8391799999999999,1.0,1.0,0.0665,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv1245c,1.0,1.0,1.0,1.0,1.0,0.45536,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.88128,1.0,0.98693,1.0,1.0,1.0,0.99823,1.0,0.95292,1.0,0.59418,1.0,1.0,0.50683,1.0,1.0,1.0,0.63367,1.0,1.0,1.0,1.0,1.0,0.58331,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7578699999999999,1.0,0.93408,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
Rv1246c,1.0,1.0,1.0,1.0,1.0,0.27792,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.39237,0.32171,0.78751,0.8512799999999999,1.0,1.0,1.0,1.0,1.0,1.0,0.95237,1.0,1.0,0.06964,0.7518699999999999,1.0,1.0,0.25373,0.76151,1.0,1.0,1.0,1.0,0.98717,1.0,1.0,1.0,0.342,1.0,1.0,1.0,0.48678,1.0,0.72697,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99697,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"virulence, detoxification, adaptation"
Rv1247c,1.0,1.0,1.0,1.0,1.0,0.7623800000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8966700000000001,1.0,0.71129,1.0,1.0,0.99662,1.0,0.99003,1.0,0.12894,0.08152000000000001,1.0,0.7547699999999999,1.0,1.0,0.65349,0.30485,1.0,1.0,1.0,1.0,1.0,0.84867,1.0,1.0,1.0,0.7126100000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"virulence, detoxification, adaptation"
Rv1248c,1.0,1.0,1.0,0.80182,0.1995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00823,0.97349,0.93875,0.36029,1.0,0.83142,0.0,0.026310000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14979,0.76088,1.0,0.00197,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.49514,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00549,intermediary metabolism and respiration
Rv1249c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.73052,1.0,0.80755,0.94561,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75797,1.0,0.8950799999999999,0.54651,1.0,0.65068,1.0,1.0,1.0,1.0,1.0,1.0,0.5301100000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7794300000000001,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv1250,1.0,1.0,1.0,1.0,1.0,0.27792,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8647100000000001,1.0,0.98693,1.0,1.0,0.8426,0.99732,1.0,1.0,1.0,0.6429199999999999,0.86179,1.0,0.85557,0.1956,1.0,1.0,0.45417,0.7819699999999999,1.0,1.0,1.0,1.0,0.6353800000000001,1.0,1.0,1.0,0.34345,1.0,1.0,1.0,0.46304,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95043,1.0,1.0,0.95499,1.0,1.0,1.0,1.0,cell wall and cell processes
Rv1251c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05761,1.0,0.56291,0.37732,1.0,1.0,0.9183,1.0,1.0,1.0,0.00602,0.28272,1.0,0.7314,1.0,1.0,1.0,0.39958,0.43834,1.0,1.0,1.0,1.0,0.32855,1.0,1.0,1.0,0.19137,1.0,1.0,1.0,0.98093,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9614,1.0,1.0,0.93106,1.0,1.0,1.0,0.7734300000000001,conserved hypotheticals
Rv1252c,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.79364,1.0,1.0,0.67251,1.0,0.5574,0.90281,1.0,0.96308,1.0,0.52213,0.42778,1.0,0.3857,0.18756,1.0,0.7794300000000001,0.16094,0.33024000000000003,1.0,1.0,1.0,1.0,0.16255999999999998,1.0,1.0,0.0,0.47654,1.0,1.0,1.0,0.77525,1.0,1.0,1.0,0.94965,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95558,1.0,1.0,0.8598399999999999,1.0,1.0,0.5342,1.0,cell wall and cell processes
Rv1253,1.0,1.0,1.0,1.0,1.0,0.33999,1.0,1.0,0.77787,0.25782,1.0,0.57633,1.0,1.0,0.96894,1.0,1.0,1.0,1.0,0.92234,1.0,0.0,1.0,0.48399,0.04064,1.0,0.86844,0.0,1.0,0.99871,0.07647999999999999,1.0,0.29037,1.0,1.0,1.0,1.0,1.0,1.0,0.58127,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94843,1.0,1.0,1.0,1.0,information pathways
Rv1254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95292,1.0,0.72139,1.0,1.0,1.0,0.57307,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92189,1.0,1.0,0.4421,0.48029,1.0,1.0,1.0,0.97527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.54577,0.35136,intermediary metabolism and respiration
Rv1255c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87516,0.75231,0.99948,0.36649,1.0,0.5574,0.74941,1.0,0.00478,1.0,0.58805,0.24364,1.0,0.85557,0.1357,1.0,0.67878,0.23727,1.0,1.0,1.0,1.0,1.0,0.5395300000000001,0.8866700000000001,1.0,1.0,0.84496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8776799999999999,1.0,1.0,0.54496,1.0,1.0,1.0,1.0,regulatory proteins
Rv1256c,1.0,1.0,1.0,0.67476,1.0,0.37021,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95199,0.97019,0.91564,1.0,0.98682,0.93638,1.0,0.08992,1.0,0.4577100000000001,1.0,1.0,0.62975,0.50167,1.0,1.0,0.4957,1.0,0.7109300000000001,1.0,1.0,1.0,0.75812,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.59539,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,intermediary metabolism and respiration
