Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P9WG09	PSTA2_MYCTU	reviewed	Phosphate transport system permease protein PstA 2	pstA2 Rv0936 MTCY08D9.03c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	301
P9WHG9	RELA_MYCTU	reviewed	Bifunctional (p)ppGpp synthase/hydrolase RelA [Includes: GTP pyrophosphokinase (EC 2.7.6.5) ((p)ppGpp synthase) (ATP:GTP 3'-pyrophosphotransferase) (Stringent response-like protein) (ppGpp synthase II); Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase (EC 3.1.7.2) (Penta-phosphate guanosine-3'-pyrophosphohydrolase) ((ppGpp)ase)]	relA Rv2583c MTCY227.18	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	738
I6YG32	RIMI_MYCTU	reviewed	N-alpha-acetyltransferase RimI (EC 2.3.1.255) (EC 2.3.1.258)	rimI Rv3420c LH57_18670	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	158
P9WHE7	RL10_MYCTU	reviewed	50S ribosomal protein L10	rplJ Rv0651 MTCY20H10.32	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	178
P9WHC1	RL22_MYCTU	reviewed	50S ribosomal protein L22	rplV Rv0706 MTCY210.25	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	197
P9WH87	RL3_MYCTU	reviewed	50S ribosomal protein L3	rplC Rv0701 MTCY210.20	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	217
P9WHA5	RL2_MYCTU	reviewed	50S ribosomal protein L2	rplB Rv0704 MTCY210.23	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	280
P9WJ83	MCTB_MYCTU	reviewed	Copper transporter MctB (Mycobacterial copper transport protein B)	mctB Rv1698 MTCI125.20	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	314
P0CH91	MMAA3_MYCTU	reviewed	Methoxy mycolic acid synthase MmaA3 (EC 2.1.1.-) (Mycolic acid methyltransferase) (MA-MT) (S-adenosylmethionine-dependent methyltransferase) (AdoMet-MT) (SAM-MT)	mmaA3 mma3 Rv0643c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	293
P9WJV3	MMPL4_MYCTU	reviewed	Siderophore exporter MmpL4	mmpL4 Rv0450c MTV037.14c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	967
P9WJY3	MFS55_MYCTU	reviewed	Probable triacylglyceride transporter Rv1410c (MFS-type drug efflux transporter P55)	Rv1410c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	518
P9WHB5	RL25_MYCTU	reviewed	50S ribosomal protein L25 (General stress protein CTC)	rplY ctc Rv1015c MTCY10G2.34	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	215
P9WHA3	RL30_MYCTU	reviewed	50S ribosomal protein L30	rpmD Rv0722 MTCY210.41	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	65
O53177	RPFE_MYCTU	reviewed	Resuscitation-promoting factor RpfE (EC 3.-.-.-)	rpfE Rv2450c MTV008.06c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	172
P9WNT7	DPO3A_MYCTU	reviewed	DNA polymerase III subunit alpha (EC 2.7.7.7)	dnaE1 dnaE Rv1547 MTCY48.18c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	1184
P9WNQ3	ECCD3_MYCTU	reviewed	ESX-3 secretion system protein EccD3 (ESX conserved component D3) (Type VII secretion system protein EccD3) (T7SS protein EccD3)	eccD3 Rv0290	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	472
P9WQ13	END4_MYCTU	reviewed	Probable endonuclease 4 (EC 3.1.21.2) (Endodeoxyribonuclease IV) (Endonuclease IV)	end nfo Rv0670 MTCI376.04c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	252
P9WNN1	EFTU_MYCTU	reviewed	Elongation factor Tu (EF-Tu)	tuf Rv0685 MTCY210.02	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	396
P9WQK3	ETTA_MYCTU	reviewed	Energy-dependent translational throttle protein EttA (EC 3.6.1.-) (Translational regulatory factor EttA)	ettA Rv2477c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	558
O53580	FAA32_MYCTU	reviewed	Long-chain-fatty-acid--AMP ligase FadD32 (FAAL) (EC 6.2.1.-) (Acyl-AMP synthetase)	fadD32 Rv3801c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	637
P9WN77	GPDA_MYCTU	reviewed	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase)	gpsA gpdA2 Rv2982c MTCY349.05	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	334
P9WKK1	IF2_MYCTU	reviewed	Translation initiation factor IF-2	infB Rv2839c MTCY16B7.03	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	900
P96856	KSTR_MYCTU	reviewed	HTH-type transcriptional repressor KstR	kstR Rv3574	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	220
P9WK41	LPRI_MYCTU	reviewed	Lipoprotein LprI (Glycolipoprotein LprI) (Lysozyme inhibitor LprI)	lprI Rv1541c MTCY48.24	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	197
P9WNM5	CYSNC_MYCTU	reviewed	Bifunctional enzyme CysN/CysC [Includes: Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4) (ATP-sulfurylase large subunit) (Sulfate adenylate transferase) (SAT); Adenylyl-sulfate kinase (EC 2.7.1.25) (APS kinase) (ATP adenosine-5'-phosphosulfate 3'-phosphotransferase)]	cysNC cysN Rv1286 MTCY373.05	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	614
P9WP17	DCDB_MYCTU	reviewed	dCTP deaminase, dUMP-forming (EC 3.5.4.30) (Bifunctional dCTP deaminase:dUTPase) (DCD-DUT)	dcd Rv0321 MTCY63.26	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	190
P9WP29	DAGK_MYCTU	reviewed	Diacylglycerol kinase (DAG kinase) (DAGK) (EC 2.7.1.107)	dagK Rv2252	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	309
P9WNV9	DNAJ1_MYCTU	reviewed	Chaperone protein DnaJ 1	dnaJ1 Rv0352 MTCY13E10.12	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	395
P9WQB1	DHA_MYCTU	reviewed	Alanine dehydrogenase (EC 1.4.1.1) (40 kDa antigen) (TB43)	ald Rv2780 MTV002.45	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	371
P9WGK1	DOST_MYCTU	reviewed	Oxygen sensor histidine kinase response regulator DosT (EC 2.7.13.3)	dosT Rv2027c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	573
P9WNY7	DGTL1_MYCTU	reviewed	Deoxyguanosinetriphosphate triphosphohydrolase-like protein	dgt Rv2344c MTCY98.13c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	431
O33194	G3PP_MYCTU	reviewed	D,L-glycerol 3-phosphate phosphatase (G3P phosphatase) (EC 3.1.3.21)	Rv1692 LH57_09220	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	353
P9WFM1	GCH1L_MYCTU	reviewed	GTP cyclohydrolase 1 type 2 homolog	Rv2230c MTCY427.11c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	379
P9WN19	GLTD_MYCTU	reviewed	Glutamate synthase [NADPH] small chain (EC 1.4.1.13) (Glutamate synthase subunit beta) (GLTS beta chain)	gltD Rv3858c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	488
P9WHQ9	HGPRT_MYCTU	reviewed	Hypoxanthine-guanine phosphoribosyltransferase (HGPRT) (HGPRTase) (EC 2.4.2.8)	hpt hprT Rv3624c MTCY15C10.28	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	202
P9WMC3	HTHR_MYCTU	reviewed	HTH-type transcriptional repressor Rv3405c	Rv3405c MTCY78.23	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	188
P9WJW9	JEFA_MYCTU	reviewed	Drug efflux pump JefA	jefA Rv2459	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	508
P95231	CYSE_MYCTU	reviewed	Serine acetyltransferase (SAT) (EC 2.3.1.30)	cysE Rv2335	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	229
P9WNU9	DOP_MYCTU	reviewed	Pup deamidase/depupylase (EC 3.4.-.-) (EC 3.5.1.119) (Deamidase of protein Pup)	dop pafD Rv2112c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	505
P96210	ESPG1_MYCTU	reviewed	ESX-1 secretion-associated protein EspG1	espG1 snm5 Rv3866	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	283
P9WKH1	EFPP_MYCTU	reviewed	(2E,6E)-farnesyl diphosphate synthase (E,E-FPP synthase) (FPP synthase) (EC 2.5.1.10)	Rv3398c MTCY78.30	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	359
I6Y8I5	FGE_MYCTU	reviewed	Formylglycine-generating enzyme (FGE) (EC 1.8.3.7)	Rv0712	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	299
O53585	GLFT2_MYCTU	reviewed	Galactofuranosyltransferase GlfT2 (GalTr 2) (EC 2.4.1.288) (Arabinogalactan galactosyltransferase 2) (Galactofuranosylgalactofuranosylrhamnosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase) (Polymerizing galactofuranosyltransferase GlfT2)	glfT2 glfT Rv3808c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	637
P9WN43	GLGC_MYCTU	reviewed	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	glgC Rv1213 MTCI364.25	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	404
P9WQ75	ILVE_MYCTU	reviewed	Branched-chain-amino-acid aminotransferase (BCAT) (EC 2.6.1.42)	ilvE Rv2210c MTCY190.21c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	368
P9WQ71	ISCSL_MYCTU	reviewed	IscS-like cysteine desulfurase (EC 2.8.1.7)	iscS Rv3025c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	393
P9WKG7	ISPE_MYCTU	reviewed	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (CMK) (EC 2.7.1.148) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase)	ispE Rv1011 MTCI237.28	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	306
P9WHR7	LEXA_MYCTU	reviewed	LexA repressor (EC 3.4.21.88)	lexA Rv2720 MTCY05A6.41	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	236
P9WPU5	ATPB_MYCTU	reviewed	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	atpD Rv1310 MTCY373.30	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	486
P9WPG5	CRLS_MYCTU	reviewed	Putative cardiolipin synthase (EC 2.7.8.41)	pgsA2 Rv1822 MTCY1A11.21c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	209
P9WMR5	DING_MYCTU	reviewed	Probable ATP-dependent helicase DinG homolog (EC 3.6.4.12)	dinG Rv1329c MTCY130.14c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	664
I6YF08	ESTR2_MYCTU	reviewed	Esterase Rv3036c (EC 3.1.1.-)	TB22.2 Rv3036c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	227
P9WNP7	FADB2_MYCTU	reviewed	3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157) (Beta-hydroxybutyryl-CoA dehydrogenase) (BHBD)	fadB2 Rv0468	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	286
P9WNF1	FDHD_MYCTU	reviewed	Sulfur carrier protein FdhD	fdhD Rv2899c MTCY274.30c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	276
P9WJB5	FHAB_MYCTU	reviewed	FHA domain-containing protein FhaB (FtsZ-interacting protein A)	fhaB fipA Rv0019c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	155
P9WP79	FBIB_MYCTU	reviewed	Bifunctional F420 biosynthesis protein FbiB [Includes: Coenzyme F420:L-glutamate ligase (EC 6.3.2.31) (EC 6.3.2.34) (Coenzyme F420-0:L-glutamate ligase) (Coenzyme F420-1:gamma-L-glutamate ligase); Dehydro-coenzyme F420-0 reductase (EC 1.3.8.-)]	fbiB Rv3262	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	448
P9WQN3	FTSH_MYCTU	reviewed	ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-)	ftsH Rv3610c MTCY07H7B.12	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	760
P9WNC3	FPG1_MYCTU	reviewed	Formamidopyrimidine-DNA glycosylase 1 (Fapy-DNA glycosylase 1) (EC 3.2.2.23) (DNA-(apurinic or apyrimidinic site) lyase MutM 1) (AP lyase MutM 1) (EC 4.2.99.18)	fpg1 mutM Rv2924c MTCY338.13c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	289
P9WMP7	HEM1_MYCTU	reviewed	Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70)	hemA Rv0509 MTCY20G9.36	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	468
P9WKG3	ISPG_MYCTU	reviewed	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) (EC 1.17.7.3) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase)	ispG gcpE Rv2868c MTV003.14c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	387
P9WNC1	END8B_MYCTU	reviewed	Endonuclease 8 2 (DNA glycosylase/AP lyase Nei 2) (EC 3.2.2.-) (DNA-(apurinic or apyrimidinic site) lyase Nei 2) (EC 4.2.99.18) (Endonuclease VIII 2)	nei2 nei1 Rv3297 MTCY71.37	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	255
P9WJE1	ESPA_MYCTU	reviewed	ESX-1 secretion-associated protein EspA	espA Rv3616c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	392
P9WJD9	ESPB_MYCTU	reviewed	ESX-1 secretion-associated protein EspB (Antigen MTB48)	espB mtb48 Rv3881c MTV027.16c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	460
P9WNI5	ESXP_MYCTU	reviewed	ESAT-6-like protein EsxP	esxP Rv2347c MTCY98.16c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	98
Q6MX18	ESXS_MYCTU	reviewed	ESAT-6-like protein EsxS	esxS Rv3020c LH57_16495	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	97
P9WQD9	FAB1_MYCTU	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 1 (EC 2.3.1.41) (Beta-ketoacyl-ACP synthase 1) (KAS 1)	kasA Rv2245 MTCY427.26	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	416
P9WIC7	GPGP_MYCTU	reviewed	Glucosyl-3-phosphoglycerate phosphatase (EC 3.1.3.85) (Mannosyl-3-phosphoglycerate phosphatase) (EC 3.1.3.70)	gpgP Rv2419c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	223
I6YBZ8	HTDY_MYCTU	reviewed	3-hydroxyacyl-thioester dehydratase Y (EC 4.2.1.-)	htdY Rv3389c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	290
P9WQP3	A85A_MYCTU	reviewed	Diacylglycerol acyltransferase/mycolyltransferase Ag85A (DGAT) (EC 2.3.1.122) (EC 2.3.1.20) (Acyl-CoA:diacylglycerol acyltransferase) (Antigen 85 complex A) (85A) (Ag85A) (Fibronectin-binding protein A) (Fbps A)	fbpA mpt44 Rv3804c MTV026.09c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	338
P9WQP7	3BHS_MYCTU	reviewed	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase (Cholesterol dehydrogenase) [Includes: 3-beta-hydroxy-Delta(5)-steroid dehydrogenase (3-beta-HSD) (3BHSD) (EC 1.1.1.145) (3-beta hydroxysterol dehydrogenase) (3-beta-hydroxy-5-ene steroid dehydrogenase) (Progesterone reductase); Steroid Delta-isomerase (EC 5.3.3.1) (Delta-5-3-ketosteroid isomerase)]	Rv1106c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	370
P9WNU5	DPO1_MYCTU	reviewed	DNA polymerase I (POL I) (EC 2.7.7.7)	polA Rv1629 MTCY01B2.21	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	904
P9WQJ3	FATRP_MYCTU	reviewed	Fatty acid ABC transporter ATP-binding/permease protein (EC 7.6.2.-)	Rv1272c MTCY50.10	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	631
P9WNH9	ESXE_MYCTU	reviewed	ESAT-6-like protein EsxE	esxE Rv3904c MTCY15F10.07	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	90
P0DOA6	ESXI_MYCTU	reviewed	ESAT-6-like protein EsxI (Antigen Mtb9.9B)	esxI Rv1037c MTCY10G2.12	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	94
P9WNI3	ESXW_MYCTU	reviewed	ESAT-6-like protein EsxW	esxW Rv3620c MTCY07H7B.02 MTCY15C10.32	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	98
P9WN53	GCSP_MYCTU	reviewed	Probable glycine dehydrogenase (decarboxylating) (EC 1.4.4.2) (Glycine cleavage system P-protein) (Glycine decarboxylase) (Glycine dehydrogenase (aminomethyl-transferring))	gcvP gcvB Rv1832 MTCY1A11.11c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	941
P9WMT9	GREA_MYCTU	reviewed	Transcription elongation factor GreA (Transcript cleavage factor GreA)	greA Rv1080c MTV017.33c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	164
P9WGR1	INHA_MYCTU	reviewed	Enoyl-[acyl-carrier-protein] reductase [NADH] (ENR) (Enoyl-ACP reductase) (EC 1.3.1.9) (FAS-II enoyl-ACP reductase) (NADH-dependent 2-trans-enoyl-ACP reductase)	inhA Rv1484 MTCY277.05	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	269
P9WG41	ILVB1_MYCTU	reviewed	Acetolactate synthase large subunit IlvB1 (ALS) (EC 2.2.1.6) (Acetohydroxy-acid synthase large subunit) (AHAS)	ilvB1 Rv3003c MTV012.17c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	618
P9WFK7	EIS_MYCTU	reviewed	N-acetyltransferase Eis (EC 2.3.1.-) (Aminoglycoside N-acetyltransferase) (Enhanced intracellular survival protein) (Protein-lysine N-acetyltransferase)	eis Rv2416c MTCY253.04	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	402
P9WNM1	EFTS_MYCTU	reviewed	Elongation factor Ts (EF-Ts)	tsf Rv2889c MTCY274.20c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	271
P9WJD1	ESPF_MYCTU	reviewed	ESX-1 secretion-associated protein EspF	espF Rv3865	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	103
O53692	ESXG_MYCTU	reviewed	ESAT-6-like protein EsxG (Conserved protein TB9.8)	esxG Rv0287 LH57_01570	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	97
O53521	FAC15_MYCTU	reviewed	Long-chain-fatty-acid--CoA ligase FadD15 (FACL) (EC 6.2.1.3) (Acyl-CoA synthetase)	fadD15 Rv2187	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	600
P9WJB3	FLQE2_MYCTU	reviewed	Fluoroquinolones export permease protein Rv2686c	Rv2686c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	252
P9WN97	FTSW_MYCTU	reviewed	Probable peptidoglycan glycosyltransferase FtsW (PGT) (EC 2.4.1.129) (Cell division protein FtsW) (Cell wall polymerase) (Peptidoglycan polymerase) (PG polymerase)	ftsW Rv2154c MTCY270.14	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	524
P9WN61	GATB_MYCTU	reviewed	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-)	gatB Rv3009c MTV012.23c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	509
P9WN83	G3P_MYCTU	reviewed	Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12) (NAD-dependent glyceraldehyde-3-phosphate dehydrogenase)	gap Rv1436 MTCY493.18c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	339
P9WN37	GLN1A_MYCTU	reviewed	Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Glutamine synthetase I alpha) (GSI alpha)	glnA2 Rv2222c MTCY190.33c MTCY427.03c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	446
P9WMW9	GPGS_MYCTU	reviewed	Glucosyl-3-phosphoglycerate synthase (GpgS) (EC 2.4.1.266) (Retaining glucosyltransferase)	gpgS Rv1208	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	324
P9WJA7	HIGA1_MYCTU	reviewed	Antitoxin HigA1	higA1 higA Rv1956	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	149
P9WHS5	HTPX_MYCTU	reviewed	Protease HtpX homolog (EC 3.4.24.-)	htpX Rv0563 MTCY25D10.42 MTV039.01	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	286
P9WNH5	HSAD_MYCTU	reviewed	4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase (EC 3.7.1.17) (2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase) (HOPDA hydrolase) (EC 3.7.1.8) (Meta-cleavage product hydrolase) (MCP hydrolase)	hsaD bphD Rv3569c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	291
P9WKJ3	ILVH_MYCTU	reviewed	Putative acetolactate synthase small subunit (EC 2.2.1.6) (Acetohydroxy-acid synthase small subunit) (AHAS) (ALS)	ilvH ilvN Rv3002c MTV012.16c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	168
P9WKK3	IF1_MYCTU	reviewed	Translation initiation factor IF-1	infA Rv3462c MCB1222.32c MTCY13E12.15c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	73
P9WMR7	IXTPA_MYCTU	reviewed	dITP/XTP pyrophosphatase (EC 3.6.1.66) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	Rv1341 MTCY02B10.05 MTCY130.26	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	204
P9WPU3	KDPB_MYCTU	reviewed	Potassium-transporting ATPase ATP-binding subunit (EC 7.2.2.6) (ATP phosphohydrolase [potassium-transporting] B chain) (Potassium-binding and translocating subunit B) (Potassium-translocating ATPase B chain)	kdpB Rv1030 MTCY10G2.19c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	709
P9WMB9	KSTR2_MYCTU	reviewed	HTH-type transcriptional repressor KstR2	kstR2 Rv3557c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	200
P9WP75	CSPA_MYCTU	reviewed	Probable cold shock protein A	cspA Rv3648c MTCY15C10.04	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	67
L7N653	CWLM_MYCTU	reviewed	N-acetylmuramoyl-L-alanine amidase CwlM (EC 3.5.1.28) (Peptidoglycan hydrolase CwlM)	cwlM Rv3915	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	406
P9WPT9	CTPB_MYCTU	reviewed	Cation-transporting P-type ATPase B (EC 7.2.2.-)	ctpB Rv0103c MTCY251.22c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	752
P9WP81	FBIA_MYCTU	reviewed	Phosphoenolpyruvate transferase (EC 2.7.8.28) (EPPG:FO PEP transferase)	fbiA Rv3261	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	331
P9WN41	GLMM_MYCTU	reviewed	Phosphoglucosamine mutase (EC 5.4.2.10)	glmM Rv3441c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	448
P9WG95	ILVA_MYCTU	reviewed	L-threonine dehydratase biosynthetic IlvA (EC 4.3.1.19) (Threonine deaminase)	ilvA Rv1559 MTCY48.06c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	429
O53554	ILVX_MYCTU	reviewed	Putative acetolactate synthase large subunit IlvX (ALS) (EC 2.2.1.6) (Acetohydroxy-acid synthase large subunit) (AHAS)	ilvX Rv3509c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	515
V5QRX7	3098A_MYCTU	reviewed	Putative toxin Rv3098A/RVBD_3098A	Rv3098A RVBD_3098A LH57_16915 P425_03229	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	106
P9WPF7	CDSA_MYCTU	reviewed	Phosphatidate cytidylyltransferase (EC 2.7.7.41) (CDP-DAG synthase) (CDP-DG synthase) (CDP-diacylglycerol synthase) (CDS) (CDP-diglyceride pyrophosphorylase) (CDP-diglyceride synthase) (CTP:phosphatidate cytidylyltransferase)	cdsA Rv2881c MTCY274.12c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	328
P9WPZ5	DAPC_MYCTU	reviewed	Probable N-succinyldiaminopimelate aminotransferase DapC (DAP-AT) (EC 2.6.1.17)	dapC Rv0858c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	397
P9WP25	DAPA_MYCTU	reviewed	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	dapA Rv2753c MTV002.18c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	300
P9WNL3	DER_MYCTU	reviewed	GTPase Der (GTP-binding protein EngA)	der engA Rv1713 MTCI125.35	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	463
P9WGK3	DEVS_MYCTU	reviewed	Oxygen sensor histidine kinase response regulator DevS/DosS (EC 2.7.13.3)	devS dosS Rv3132c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	578
P9WN21	GLPX_MYCTU	reviewed	Fructose-1,6-bisphosphatase class 2 (FBPase class 2) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 2) (Fructose 1,6-bisphosphatase II)	glpX Rv1099c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	362
P9WMX5	GLYTR_MYCTU	reviewed	Putative glycosyltransferases (EC 2.4.-.-)	pimF Rv1500	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	342
P9WP85	COBT_MYCTU	reviewed	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (NN:DBI PRT) (EC 2.4.2.21) (N(1)-alpha-phosphoribosyltransferase)	cobT Rv2207 MTCY190.18	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	361
