Rv_ID,Name,Description,Final Call,Functional_Category,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_carey_rv,carey_630_vs_carey_rv,carey_631_vs_carey_rv,carey_632_vs_carey_rv,carey_641_vs_carey_rv,carey_662_vs_carey_rv,carey_663_vs_carey_rv,carey_667_vs_carey_rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library,pca1,pca2,pca3,tsne1,tsne2,y_hc
Rv0318c,-,Probable conserved integral membrane protein,NE,cell wall and cell processes,-0.05,-0.03,-0.22,-0.67,-0.19,1.05,-0.41,-0.07,-0.58,-0.53,-0.1,0.13,0.23,-0.35,-0.3,-1.31,-1.1,-0.3,-0.17,-0.23,-0.25,-0.79,0.67,-0.98,0.81,1.0,-0.8,-0.1,-0.09,-1.58,0.66,1.45,1.52,-0.11,-0.12,-0.13,-0.72,0.65,-0.03,0.59,0.67,0.24,0.21,-0.03,-0.4,-0.03,-0.4,-0.23,-0.26,-0.24,-0.08,-0.69,0.09,0.2,1.59,-0.11,-0.03,1.26,0.24,-1.56,0.3,-0.43,-0.35,0.95,-1.3961031028287139,-1.722944985664678,1.857833917058938,-9.620136,-8.059009,3
Rv0319,pcp,Probable pyrrolidone-carboxylate peptidase Pcp (5-oxoprolyl-peptidase) (pyroglutamyl-peptidase I) (PGP-I) (pyrase),NE,intermediary metabolism and respiration,-0.06,0.31,-0.27,0.14,-0.14,-4.96,0.88,-0.66,0.92,0.82,0.55,-0.04,-0.59,0.43,0.44,-0.41,-0.18,-0.33,0.25,-0.21,-0.67,-1.05,-1.3,-2.35,-0.9,0.41,0.33,2.0,0.63,0.19,1.1,-0.13,-0.59,0.08,0.29,0.12,0.47,1.32,1.99,0.02,-0.29,0.64,0.24,-0.39,-1.17,0.09,0.05,-0.05,-0.25,0.32,0.07,0.3,0.16,0.07,0.43,0.17,0.97,1.55,-1.19,-2.4,-1.17,0.24,1.29,2.34,1.6298917380903635,-2.545810673864749,-3.3880348654799017,21.451876,13.609694,2
Rv0320,-,Possible conserved exported protein,NE,cell wall and cell processes,0.12,0.15,0.2,0.1,0.35,-3.28,-0.56,0.29,-0.43,-0.04,0.13,0.21,0.08,-0.29,0.25,0.14,-0.44,-0.22,-0.1,0.07,-0.18,-0.18,0.4,2.3,2.16,-0.31,1.22,1.01,-0.39,1.03,0.94,-0.27,-0.24,0.34,0.03,4.31,0.96,-0.45,0.5,0.5,0.03,-0.18,-0.31,-0.13,0.71,0.15,0.42,-0.3,-0.35,-0.33,-0.06,0.08,0.02,-0.04,0.63,-0.09,0.33,0.39,0.33,0.95,0.01,0.52,0.02,1.11,-1.788850688955784,-3.972503998726901,-2.602049691706251,32.224342,30.92423,2
Rv0321,dcd,Probable deoxycytidine triphosphate deaminase Dcd (dCTP deaminase),NE,intermediary metabolism and respiration,0.05,0.15,-0.12,0.11,0.15,-3.07,0.63,0.35,1.11,0.41,-0.47,-1.21,-0.74,-0.59,0.67,0.23,0.74,-0.04,0.1,0.55,-0.85,7.63,0.58,10.27,2.69,0.05,9.02,0.9,-0.5,7.57,-2.33,-2.27,-2.98,0.52,0.18,-1.39,-0.03,0.94,-0.77,-0.3,0.74,-0.78,-0.86,-0.08,8.77,-0.02,-0.47,0.71,1.87,0.63,-0.04,0.43,-0.21,-0.19,0.11,-0.01,0.39,0.8,-0.15,-0.84,-0.24,-0.82,0.04,0.31,-4.697873276680159,-10.69365264053246,-6.227737848517298,21.91772,43.576984,4
Rv0322,udgA,Probable UDP-glucose 6-dehydrogenase UdgA (UDP-GLC dehydrogenase) (UDP-GLCDH) (UDPGDH),NE,intermediary metabolism and respiration,-0.22,-0.14,0.36,0.21,0.36,-7.12,-0.32,0.33,-0.01,-0.22,0.27,0.32,0.05,-0.32,0.33,-0.83,-0.1,-0.31,-0.28,-0.09,-0.37,1.35,0.5,-1.48,-2.56,0.26,-0.77,-1.96,0.16,-0.01,-1.9,-0.55,-2.13,-0.27,-0.11,-0.25,0.11,-0.1,-0.34,0.36,1.11,-0.02,-0.05,-0.03,-1.27,-0.02,-0.3,-0.32,-0.48,-0.33,-0.08,0.93,0.18,0.13,0.34,-0.24,-0.35,0.42,-0.09,0.69,-0.32,-0.12,-0.49,-0.47,6.576917711210381,-1.1940428524151818,-2.425440914941416,43.579792,1.8151916,2
Rv0323c,-,hypothetical protein,NE,conserved hypotheticals,0.01,0.11,0.21,0.56,0.13,-5.49,-0.35,0.02,-0.45,-0.42,-0.55,-0.02,0.53,-0.12,-0.81,-0.83,0.74,-0.41,-0.11,0.02,-0.09,0.63,-0.14,0.25,-0.16,0.22,-3.13,-3.33,0.43,-0.99,0.04,1.66,-0.79,0.28,0.37,0.01,-0.09,0.52,3.68,0.2,1.06,-1.71,0.24,1.95,-1.74,-0.11,0.17,-0.01,-0.01,-0.06,-0.79,-0.79,-0.36,0.13,0.04,0.13,-1.17,-0.61,0.43,0.31,-0.26,1.82,0.17,-1.6,4.212658961925025,-1.0723403613851368,0.4564877830122721,37.50693,-12.227654,0
Rv0324,-,Possible transcriptional regulatory protein (possibly ArsR-family),NE,regulatory proteins,-0.73,-0.21,-0.27,0.53,-0.55,-0.99,-1.65,-0.2,-1.19,-1.0,-0.96,-0.65,0.31,0.28,-0.72,-0.17,0.26,-0.16,-0.54,0.6,0.46,-4.79,2.72,-1.07,2.32,-1.41,-1.5,3.85,0.55,-0.83,3.53,-0.44,-0.28,-0.53,-0.47,0.41,-1.61,0.35,-0.59,-0.9,0.88,-0.84,-0.61,0.23,-0.51,-0.24,-1.65,0.27,0.59,-2.09,-1.38,-0.21,0.43,0.34,1.51,0.29,1.5,-5.24,0.57,3.62,-0.58,2.01,0.42,-6.39,-5.102068909222922,5.384495265753395,-2.8669665687087624,11.041745,31.496117,4
Rv0325,-,Hypothetical protein,NE,unknown,-0.25,-0.39,0.16,0.15,-0.12,-7.02,-0.16,-0.35,0.1,0.09,0.51,0.5,-0.01,0.24,1.16,-0.03,-0.07,-0.08,-0.09,0.22,0.13,2.01,1.82,0.3,-1.8,-0.1,0.64,-1.16,0.2,-0.13,-1.94,0.2,0.95,-0.23,-0.11,0.36,0.56,0.05,-0.63,0.17,0.58,-0.22,-0.6,-0.37,0.92,0.19,0.14,0.13,-0.14,1.16,0.32,0.11,0.02,0.14,1.3,0.22,0.08,-0.39,-0.29,-0.6,-0.31,-0.21,0.36,1.25,5.365175937530023,-3.7084806794817116,-2.703704216856915,44.640957,6.3876433,2
Rv0326,-,Hypothetical protein,NE,unknown,-1.07,-0.61,0.07,-3.2,-0.12,-6.11,0.51,0.24,1.13,1.02,0.01,-0.63,-0.65,1.22,2.14,2.26,0.48,0.86,0.71,1.54,1.0,-0.69,-0.64,-4.48,-6.35,-2.57,0.47,1.57,0.41,0.75,-1.05,-2.49,-0.56,-0.07,-0.63,-0.69,0.22,-1.05,-1.52,-0.2,0.76,-0.48,-0.93,-0.45,-0.25,-0.18,0.12,-0.0,-0.06,-0.04,0.17,-0.46,-0.0,0.04,-0.51,-0.18,-0.71,1.09,0.57,2.94,-0.11,-0.92,0.56,0.96,5.775135090623533,1.942881983792342,-3.5819054088177746,54.46845,3.5746994,0
Rv0327c,cyp135A1,Possible cytochrome P450 135A1 Cyp135A1,NE,intermediary metabolism and respiration,-0.21,-0.17,0.45,-0.37,0.25,-5.44,-0.63,0.34,-0.24,-0.36,0.15,0.1,-0.05,-0.64,0.58,-0.42,-0.24,-0.05,-0.32,0.16,0.69,-0.46,-0.09,-1.4,-0.92,0.01,0.22,0.95,0.27,-0.27,-0.65,-0.84,1.39,-0.19,-0.39,-0.22,-0.04,-0.13,-1.99,-0.07,-0.05,-0.76,-0.74,0.03,-1.52,-0.17,-0.23,0.02,-0.09,-0.28,-0.09,0.07,-0.11,0.03,-1.01,0.17,0.14,0.57,0.03,-0.02,-1.41,0.66,0.81,1.67,2.926315931247564,-1.973850590397888,-2.6360346830941457,42.92584,12.747178,2
Rv0328,-,Possible transcriptional regulatory protein (possibly TetR/AcrR-family),NE,regulatory proteins,0.29,0.35,-0.35,0.14,0.04,-6.55,1.09,-0.29,0.4,0.7,-0.36,0.44,0.8,-0.82,-0.45,0.17,0.3,-0.15,0.19,-0.23,0.31,-1.06,0.19,-3.8,-4.51,-1.77,-2.35,-2.82,-1.53,-1.99,0.79,1.71,1.72,0.67,0.32,-1.85,0.62,1.02,0.47,-0.32,-0.14,-0.14,0.22,0.36,-1.82,-0.16,-1.14,0.29,0.82,-2.24,-2.04,2.33,0.68,0.44,-0.86,-0.88,0.06,-2.2,0.2,0.67,-0.26,1.26,-1.12,-1.21,7.088444669002818,2.2376023081122267,-1.2660733648566473,48.886864,0.33028805,2
Rv0329c,-,hypothetical protein,NE,conserved hypotheticals,0.28,0.05,0.31,-0.6,0.2,-3.17,-0.88,0.22,-0.98,-0.79,-0.59,-0.17,0.42,1.22,0.96,0.23,0.33,0.58,1.69,0.52,0.26,-1.99,-0.24,-1.8,-0.2,-0.39,-0.03,2.41,0.44,-0.37,1.91,0.29,0.07,0.11,0.08,-0.8,1.07,0.68,0.87,0.06,0.43,0.43,0.32,-0.11,-1.69,-0.26,-0.33,-0.38,-0.66,0.8,0.06,-0.02,-0.01,0.05,0.55,-0.16,0.06,-1.47,-0.53,-0.04,0.35,-1.67,-1.14,-0.32,-0.5833845732175301,0.8921222423681489,-2.6113914954556843,19.828768,21.308983,0
Rv0330c,-,Hypothetical protein,NE,conserved hypotheticals,0.1,0.08,0.12,0.55,0.36,2.38,0.15,0.3,-0.17,-0.1,0.27,0.32,0.06,0.8,0.17,-0.35,0.53,-0.02,-0.05,0.04,0.01,-1.11,0.1,-1.17,-0.07,-0.01,0.04,1.85,0.69,1.43,2.0,-0.53,-1.67,0.4,0.06,-0.13,0.57,0.35,0.7,0.53,-0.18,-0.35,-0.24,0.12,-0.28,0.05,-0.01,0.33,0.36,0.62,-0.11,-0.43,0.15,0.05,-0.38,0.43,-0.87,-1.65,0.37,0.53,0.47,-0.61,-1.05,-0.33,-3.965230130373889,1.0222856332470682,-0.1437892042542886,-23.31363,7.797557,4
Rv0331,-,Possible dehydrogenase/reductase,NE,intermediary metabolism and respiration,-0.09,-0.09,0.22,0.18,0.24,3.39,-0.35,0.36,0.49,-0.41,-0.1,0.07,0.17,0.14,0.1,-0.21,0.12,0.23,0.65,0.86,0.21,-2.56,0.16,-1.11,1.85,0.4,-0.99,1.5,-0.08,0.21,2.79,0.02,0.95,0.06,0.18,0.36,-0.43,0.51,0.56,0.3,0.13,-0.1,-0.4,-0.3,-1.07,-0.01,-0.15,-0.01,-0.01,-0.45,-0.21,-0.02,0.05,-0.03,0.57,-0.0,-0.47,0.4,0.59,0.23,0.42,-0.15,0.43,0.52,-5.289629505558281,-0.216025655314006,2.1783626904330085,-20.021267,13.062124,4
Rv0332,-,hypothetical protein,NE,conserved hypotheticals,-0.22,-0.1,0.09,0.12,0.08,1.39,-0.28,0.09,-0.05,-0.11,-0.07,0.13,0.2,0.74,0.61,-0.35,0.03,0.29,0.8,0.11,0.11,-1.37,-1.37,1.1,2.51,0.04,-0.15,1.03,-0.19,0.15,0.46,-1.07,-1.52,0.15,0.15,-0.55,0.78,-0.13,-0.65,0.05,0.35,-0.92,-0.23,0.69,-0.03,-0.05,0.04,0.05,-0.02,-0.72,-0.65,-0.18,0.02,0.08,-1.34,-0.09,-0.04,0.16,0.04,-0.33,0.19,0.77,-1.14,0.42,-4.214108565497877,-0.48741734804233394,1.095523870774527,-25.821169,-0.42037356,4
Rv0333,-,hypothetical protein,NE,conserved hypotheticals,-0.76,-0.37,0.06,0.52,0.3,-0.59,-1.44,0.27,-1.2,-0.69,0.37,0.33,-0.04,1.69,0.39,0.31,0.41,0.78,0.42,0.46,1.48,-4.83,-2.45,1.34,7.82,1.65,1.93,6.76,0.0,2.02,7.1,0.25,3.42,-0.45,-0.07,0.66,-0.55,-0.32,-1.65,-0.67,1.08,-0.82,-1.04,-0.22,-0.55,-0.05,0.14,0.02,-0.01,0.13,-0.0,-0.06,-0.29,0.14,-1.83,0.05,0.36,0.55,0.84,1.68,-0.85,-0.76,0.82,-0.54,-11.472554689196931,-1.5303747847183415,-4.039464002312802,-29.648396,27.84963,4
Rv0334,rmlA,Alpha-D-glucose-1-phosphate thymidylyltransferase RmlA (dTDP-glucose synthase) (dTDP-glucose pyrophosphorylase),ES,intermediary metabolism and respiration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.17,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.2,-0.08,-0.08,1.67,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0614604434302537,-1.1036888236936877,0.5675778819137598,-19.830404,-11.831888,3
Rv0335c,PE6,PE family protein PE6,Uncertain,PE/PPE,3.68,3.69,3.57,4.4,2.19,0.0,0.0,3.2,0.78,4.11,1.8,0.42,-1.38,-0.67,1.2,-0.67,2.52,3.4,5.17,1.98,5.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.72,5.6,-2.7,6.89,-0.96,0.0,-0.37,-0.89,-3.62,0.52,4.14,4.93,1.0,-1.97,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,1.94,-1.03,0.0,0.0,0.0,-8.13,-4.72,8.13,10.72,-0.8489889590130245,-11.111929670795336,2.570719852482103,-27.00146,-42.975746,0
Rv0336,-,Conserved 13E12 repeat family protein,GA,insertion seqs and phages,-0.13,-0.17,0.13,-0.39,0.0,-0.5,-0.52,0.11,-0.56,-0.54,0.08,0.15,0.07,0.56,0.23,-0.5,-0.53,-0.25,-0.06,-0.07,0.06,0.44,0.15,0.97,0.74,0.21,0.69,0.27,0.02,0.99,0.45,-0.1,0.35,-0.22,-0.14,0.1,-0.42,-0.23,0.15,-0.02,-0.25,0.66,0.07,-0.59,0.83,0.07,-0.18,-0.04,-0.09,0.42,-0.32,-0.1,0.16,-0.0,0.06,-0.11,-0.06,0.41,0.23,0.67,-0.31,0.36,0.38,0.02,-1.810006907716808,-2.33653827291864,-0.38918035576884646,-28.192741,-8.962528,3
Rv0337c,aspC,Probable aspartate aminotransferase AspC (transaminase A) (ASPAT),ES,intermediary metabolism and respiration,-0.01,-0.01,0.0,0.0,0.15,0.0,0.08,0.0,0.09,0.0,0.0,0.0,0.0,3.58,3.98,4.85,5.55,4.1,4.22,5.51,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,0.0,-0.01,-0.01,-0.85,-0.05,-8.18,0.0,0.0,0.0,-0.16,0.0,0.18,0.0,0.14,-0.05,0.27,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.33,0.33,0.0,0.0,0.0,0.0,-1.5808868474300273,0.3122166638602834,3.7441461565052574,-55.872814,-23.846786,1
Rv0338c,-,Probable iron-sulfur-binding reductase,ES,intermediary metabolism and respiration,-0.53,-0.11,-1.34,-0.94,-1.72,0.0,0.05,-2.12,0.0,0.26,-0.0,-1.42,-1.42,2.36,3.84,2.42,3.82,2.93,3.28,3.25,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,-0.16,5.36,4.27,-0.45,1.47,1.08,-2.75,0.13,0.0,-0.13,0.0,-0.52,-0.06,0.73,1.48,-0.33,-0.08,-0.31,-0.11,-0.47,-1.05,0.0,0.0,-1.05,0.0,0.0,0.16,0.0,-0.6,-0.6,-1.3248063955710596,0.4886409436633587,2.376454083988908,-47.850002,-20.585178,1
Rv0339c,-,Possible transcriptional regulatory protein,NE,regulatory proteins,0.54,0.56,-0.02,-0.59,0.12,-4.5,0.03,0.38,0.18,0.53,0.0,-0.14,-0.14,0.45,-0.11,-0.82,-0.19,-0.0,-0.27,-0.05,-0.11,-0.36,-0.66,0.74,1.58,0.48,-0.27,-0.07,-0.17,-0.91,-1.32,-0.77,0.76,0.54,0.59,-0.04,0.77,0.62,-0.75,0.12,0.02,-0.16,-0.54,-0.38,0.25,0.01,-0.16,-0.67,-1.56,1.25,0.66,-0.12,-0.07,-0.08,1.09,0.49,0.8,0.95,0.35,0.25,0.39,-0.87,0.45,0.96,1.2595782310589054,-3.588496842113143,-1.0116431070428662,35.165012,14.636002,2
Rv0340,-,hypothetical protein,NE,conserved hypotheticals,-0.06,0.58,-0.76,1.35,-0.5,-6.5,-0.05,-0.31,0.0,-0.0,-1.75,-2.46,-0.71,-2.29,-1.5,-1.38,-0.13,-0.7,-0.1,0.25,-0.94,0.64,-0.46,-2.33,-3.35,-0.39,-7.24,-7.13,0.75,0.63,0.23,0.24,-4.52,0.36,0.93,1.95,-3.47,-4.98,-1.27,-0.65,-1.06,-0.16,0.08,0.24,0.23,-0.46,0.13,-0.34,-0.35,-0.98,-0.61,0.31,0.28,0.51,0.15,-0.34,-0.71,-0.96,0.21,0.0,-0.4,-0.08,0.23,0.61,8.810509654603145,1.449261764206929,2.3002328439928426,40.54125,-14.475322,0
Rv0341,iniB,Isoniazid inductible gene protein IniB,NE,cell wall and cell processes,0.26,0.11,0.28,0.96,0.32,-4.38,0.08,0.13,0.53,0.48,-0.41,-0.36,0.06,0.61,-0.43,0.52,-0.32,-0.06,0.08,-0.07,-0.45,0.91,-1.42,1.47,1.19,0.63,-0.38,-0.56,0.74,-0.18,-1.0,0.09,0.74,0.44,0.32,-0.46,-0.58,-0.18,-1.77,0.2,0.78,-1.45,-0.62,0.83,1.08,-0.01,0.05,-0.49,-1.27,0.17,0.0,1.37,-0.02,-0.01,1.13,0.72,-0.33,0.7,0.19,-0.47,0.47,0.58,0.2,-0.45,1.1809566281186012,-3.3327251468251133,-0.7368590536284976,35.17241,13.934702,2
Rv0342,iniA,Isoniazid inductible gene protein IniA,NE,cell wall and cell processes,0.3,0.19,0.1,-0.01,0.19,-0.08,-0.35,0.1,-0.3,-0.35,0.11,-0.04,-0.15,0.71,-0.26,-0.45,-0.33,-0.14,0.0,0.1,-0.17,1.29,-0.27,0.44,-0.71,0.14,0.4,-0.63,0.26,0.24,-1.25,-0.2,-0.43,0.41,0.22,0.06,0.83,0.21,1.26,0.28,0.32,-0.26,-0.17,0.09,0.46,-0.03,-0.27,-0.59,-1.24,-0.54,-0.51,0.54,0.1,0.05,0.22,0.54,-0.26,0.07,0.14,0.36,0.74,0.17,-0.38,0.7,0.07908454506196289,-2.3051244552192323,0.6856918602504455,-9.010759,-26.197683,3
Rv0343,iniC,Isoniazid inductible gene protein IniC,NE,cell wall and cell processes,0.8,0.66,-0.03,-0.12,-0.04,-4.54,-0.62,0.0,-1.56,0.23,-0.44,-0.8,-0.36,0.09,-0.95,-1.03,0.48,-0.51,0.22,0.51,-0.42,0.34,1.79,0.52,-0.15,-0.33,0.85,0.99,0.49,1.15,1.82,1.02,-0.1,0.92,0.72,-0.45,1.22,1.08,-1.32,1.1,0.89,-1.48,-1.33,0.15,-0.42,-0.12,-0.06,-0.68,-1.99,-0.11,-0.03,-0.49,0.2,0.04,-0.51,0.18,0.3,-0.17,-0.17,-0.45,0.78,0.34,-0.57,-0.24,0.2997778892789658,-2.021927100420326,-3.866670742295767,32.759754,19.862093,2
Rv0344c,lpqJ,Probable lipoprotein LpqJ,NE,cell wall and cell processes,-0.82,-0.76,0.15,-0.12,0.35,0.37,0.34,0.33,-0.02,-0.16,0.53,0.56,0.03,0.73,0.13,-0.08,0.35,0.15,0.23,0.78,-0.02,0.59,-1.02,-1.08,-2.39,-0.73,-0.45,-0.03,1.01,2.03,1.47,0.03,-1.18,-0.48,-0.39,-0.52,0.08,-0.58,-0.59,0.57,-0.07,-0.44,0.37,0.8,0.39,-1.62,-0.89,-0.6,-0.67,-0.25,-0.18,0.59,-0.09,0.26,-0.08,0.08,-0.43,1.0,0.82,0.57,1.37,-0.6,-1.03,-0.13,-0.6034540004439121,0.17796841201963023,0.033330579409542795,-3.2222118,-12.10818,3
Rv0345,-,hypothetical protein,NE,conserved hypotheticals,-0.86,-0.84,-0.09,-0.38,0.14,1.87,-0.4,0.05,-0.96,0.15,-0.36,-0.64,-0.28,-0.07,0.16,-0.56,-0.92,-0.37,-0.02,-0.93,-0.59,-0.77,0.48,-0.44,0.94,0.61,-0.12,0.54,-0.1,-2.98,-2.2,0.01,-0.08,-0.3,-0.46,0.42,-0.59,0.46,-0.73,0.42,-0.03,-0.56,0.1,0.65,-1.79,-0.1,0.03,0.27,0.07,1.26,0.94,0.91,0.13,0.22,-0.31,0.12,0.32,-0.63,-0.07,-1.85,0.36,-2.97,-0.59,1.36,-1.0234217368283007,-0.5550036460313956,2.5690329881924074,-10.802223,-8.704628,3
Rv0346c,ansP2,Possible L-asparagine permease AnsP2 (L-asparagine transport protein),NE,cell wall and cell processes,-0.27,-0.12,0.13,0.1,0.15,-1.11,0.55,0.08,0.77,0.58,-0.3,-0.1,0.2,0.5,0.75,-0.24,0.05,0.26,0.32,0.6,0.14,-1.09,-1.3,0.35,2.31,0.87,1.04,1.39,-0.75,0.41,1.94,0.45,-2.04,0.05,-0.02,-0.64,-2.53,0.48,0.49,-0.5,-7.42,0.51,0.47,-0.04,0.37,-0.15,0.82,1.31,3.49,0.1,0.19,1.22,0.54,0.22,3.38,-0.41,-1.25,3.29,0.22,1.06,0.15,0.47,0.62,0.55,-3.3927769931919203,-3.7551146445565706,-0.5559985016064958,-35.25135,-14.673369,3
Rv0347,-,Probable conserved membrane protein,GD,cell wall and cell processes,1.2,0.97,1.05,-3.52,1.8,-5.19,1.11,1.8,-1.36,0.46,2.29,0.86,-1.43,-0.57,-0.58,-0.24,-0.51,0.29,-0.23,2.18,-0.72,-1.06,-1.78,-7.54,-5.98,0.49,-0.64,1.98,1.57,-6.14,-4.08,1.01,-1.25,1.61,1.37,-0.32,2.7,0.1,2.89,0.65,1.27,-0.01,-0.21,-0.2,-3.87,-0.07,0.19,0.26,0.08,0.96,0.54,0.43,-0.38,0.26,-1.86,0.12,1.32,1.1,-0.29,1.24,-1.03,0.12,1.21,2.9,8.50689080626897,1.295223161444969,-1.8493652564234948,62.1858,-6.506006,0
Rv0348,-,Possible transcriptional regulatory protein,NE,regulatory proteins,-0.34,-0.15,-0.79,0.8,-0.49,-1.76,1.15,-0.17,1.68,2.08,-0.57,0.78,1.35,1.18,1.38,1.36,0.01,0.63,-0.6,0.97,0.4,-3.48,4.27,-3.0,-3.01,-3.5,-1.32,2.54,0.37,-5.24,-1.85,-0.08,-3.5,-0.64,-0.51,0.99,-2.31,-2.63,1.58,-0.24,0.36,-2.91,-1.02,1.89,-0.34,-0.07,-0.92,0.03,0.04,-0.29,-0.26,1.15,0.15,0.19,1.08,-0.05,0.26,0.09,0.93,0.97,-0.38,-0.41,0.14,-1.74,2.0471453211579385,5.1198926525954835,-0.40127036855870585,7.9577656,14.657813,3
Rv0349,-,Hypothetical protein,NE,conserved hypotheticals,-0.57,-0.36,0.21,0.9,0.19,-5.53,0.98,0.28,0.4,0.85,-0.22,-0.13,0.09,-0.36,0.04,-1.16,-0.45,-0.59,-0.97,-0.27,-0.63,0.17,-0.54,0.0,-0.77,-0.61,-0.51,-0.32,0.35,-1.28,-1.74,-0.29,0.13,-0.04,-0.14,1.54,-2.72,-0.65,-0.16,-0.02,-0.94,1.46,0.78,-0.68,0.08,-0.13,-0.04,0.25,0.29,-0.08,-0.08,-0.88,0.12,0.05,0.55,-0.34,0.53,0.95,0.03,0.34,0.46,0.89,-0.74,-1.38,3.4054531484643262,-0.6345834857580933,-2.192937508923383,39.80266,13.047024,2
Rv0350,dnaK,Probable chaperone protein DnaK (heat shock protein 70) (heat shock 70 kDa protein) (HSP70),ES,"virulence, detoxification, adaptation",-0.07,-0.07,0.0,0.0,0.0,0.0,-0.11,0.0,0.14,-0.11,-0.24,-0.11,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,-0.07,-0.07,0.0,-0.07,1.88,1.35,0.16,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1157729380900927,-1.4448777666611659,0.4327151865016109,-37.3773,-28.61986,3
