Rv_ID,2003A_Sassetti_log2FC,2003B_Sassetti_log2FC,2005_Rengarajan_log2FC,2006_Joshi_GI_1_log2FC,2006_Joshi_GI_2_log2FC,2011_Griffin_2_log2FC,2013_Zhang_1_log2FC,2013_Zhang_2_log2FC,2013_Zhang_3A_log2FC,2013_Zhang_3B_log2FC,2013_Zhang_3C_log2FC,2013_Zhang_3D_log2FC,2016_Korte_log2FC,2017_Mishra_1A_log2FC,2017_Mishra_1B_log2FC,2017_Mishra_1C_log2FC,2017_Mishra_1D_log2FC,2018_Rittershaus_1A_log2FC,2018_Rittershaus_1B_log2FC,2012_Zhang_log2FC,2015_Kieser_GI_1_log2FC,2015_Kieser_GI_2_log2FC,2015_Kieser_GI_3_log2FC,2015_Mendum_log2FC,2016_Nambi_log2FC,2017_Xu_1A_log2FC,2017_Xu_1B_log2FC,2017_Xu_1C_log2FC,2017_Xu_1D_log2FC,2017_Xu_1E_log2FC,2018_Carey_1A_log2FC,2018_Carey_1B_log2FC,2018_Carey_1C_log2FC,2018_Carey_1D_log2FC,2018_Carey_1E_log2FC,2018_Carey_1F_log2FC,2018_Carey_1G_log2FC,2018_Carey_1H_log2FC,2017B_DeJesus_1A_log2FC,2017B_DeJesus_1B_log2FC,2017B_DeJesus_1C_log2FC,marP_log2FC,Rv0950_log2FC,Rv3916c_log2FC,Rv0307c_log2FC,Rv3717_log2FC,ponA1_log2FC,Rv1565c_log2FC,Rv3684_log2FC,Rv0954_log2FC,Rv3811_log2FC,Rv1096_log2FC,Rv2680_log2FC,Rv1432_log2FC,Rv3594_log2FC,Rv3005c_log2FC,Functional_Category
Rv1013,0.0,-1.187707155126729,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.154534604277776,0.0,0.0,0.0,0.0,0.0,-1.7018337380000002,0.0,-1.0,0.2699912288301193,0.3648051575392918,-0.0661405741665579,-1.0,-0.20557424294923202,-0.2145063319269896,0.2346025159025646,-1.380704724827646,1.4219448271425967,1.372311154527939,-0.28,-0.6,1.2,-0.29,-0.06,-0.77,-0.22,-0.13,-0.45,0.19,-1.34,0.7,-0.33,0.11,0.68,0.32,2.28,0.02,0.37,-0.69,-1.66,-0.11,-0.86,-0.25,-0.9,-0.72,lipid metabolism
Rv1014c,-3.1869035447973837,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9407735533711463,-3.246427701164162,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.59,-1.01,-0.72,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,intermediary metabolism and respiration
Rv1015c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0807549856919891,-1.628920355138833,2.461858054316648,-1.0,2.0007585742205,1.3923174227787598,0.2801079191927352,-3.2667865406949015,1.906890595608519,-1.5025003405291832,5.19,4.23,7.96,5.87,4.91,5.45,5.95,4.31,-0.59,-1.01,-0.72,-0.04,-0.19,1.14,0.0,4.6,-0.9,0.0,1.46,0.0,2.18,0.11,0.0,0.0,2.94,2.93,information pathways
Rv1016c,0.0,-0.8185793597198583,-1,-1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.7874598067260902,0.9559261964584777,-0.4959150620749575,-1.0,0.0105176322403796,0.3959205843500028,0.4449714497298004,-0.1087847623707969,0.3499553527802504,1.32998398492215,0.4,0.38,1.47,0.19,0.25,0.08,-0.02,-0.18,-0.42,-0.03,0.5,0.18,0.11,-1.59,-0.79,0.16,-0.33,-0.45,0.05,0.14,0.66,-0.07,1.04,1.24,0.0,-4.09,cell wall and cell processes
Rv1017c,-2.9711880428592794,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,6.448835028819448,1.291613868711902,-3.87073676972259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,1.08,1.81,-0.6,-1.02,-0.71,-0.82,0.0,0.0,0.0,0.14,2.21,0.0,0.0,-1.75,0.0,0.0,0.0,0.0,0.0,0.0,intermediary metabolism and respiration
Rv1018c,-2.753431191188751,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.07606621820743509,1.0,-2.024035279827714,0.0,-0.66296020193382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27,2.83,0.0,0.0,1.08,0.0,-0.58,-1.0,-0.74,0.42,0.0,0.23,0.0,0.0,3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cell wall and cell processes
Rv1019,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4331259531741041,0.04958200952635936,-4.951719229770682,-1.0,-1.1378798021815,-0.6315640992539806,-0.2468825773012076,-0.07901262584676617,-0.2968190531192634,-2.609438592717363,0.42,-0.67,2.26,2.14,0.8,1.94,0.51,0.57,0.99,1.81,2.96,0.83,0.16,2.04,-1.64,1.96,-0.27,1.58,0.23,-0.11,0.64,0.18,2.42,-1.51,0.22,1.37,regulatory proteins
Rv1020,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.3569092234361963,0.0910944518407834,0.003121391430088661,-1.0,-0.30470965131538397,0.1472549749001138,-0.0379249574139558,-0.1247916901505872,0.2971398753249552,-0.04507479643684526,0.18,0.24,0.81,0.83,0.1,0.58,0.34,-0.14,-0.36,-0.04,-0.68,0.09,0.23,-0.31,0.37,-0.15,1.02,0.01,0.19,0.13,-0.39,0.26,-1.2,-0.15,-0.3,-1.45,information pathways
Rv1022,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.1638643620344782,1.078313156727629,-3.9601208135543455,-1.0,-2.08845931381646,-0.2927008602681155,-0.3988490327465997,-0.1101550930840147,-0.7308947902758023,-0.6731540209805122,1.81,1.01,1.25,0.98,0.68,0.58,0.39,1.52,-1.26,1.11,-2.21,-1.47,-0.23,0.04,-4.44,-0.54,1.83,1.63,-0.14,-0.55,-0.08,0.16,-3.94,-1.77,-0.78,-1.58,cell wall and cell processes
Rv1023,-2.936183757679984,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.222323992385549,1.537159465679692,-1.908905483354228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,1.23,1.72,1.72,1.72,1.72,3.9,1.72,-0.58,-1.0,-0.73,-1.79,-0.14,0.0,0.0,-2.18,0.0,0.0,-1.38,-3.41,-2.14,-1.66,0.0,0.0,-0.38,0.0,intermediary metabolism and respiration
Rv1024,-3.0648966513174583,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.300476200060126,0.0,-2.8720321863826634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,1.28,0.0,-0.59,-0.99,-0.73,0.99,0.0,0.0,0.35,0.14,3.05,0.0,0.0,-6.93,0.0,0.0,0.0,-3.97,0.0,0.0,cell wall and cell processes
Rv1026,-2.419886863188605,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.7284117954667932,-3.9216204894257367,-1.5218043752953716,-1.0,2.5009334699557204,-0.8508565606941906,1.084437102377031,-0.7431103343871152,0.4992856757306292,-0.2491196592551661,-0.99,1.57,0.25,-0.58,0.8,1.99,-0.15,0.46,-0.13,-1.43,-1.14,0.47,-0.05,-3.25,-2.94,3.58,-0.93,-3.02,0.87,2.3,2.72,0.23,-2.34,1.28,1.47,-4.67,"virulence, detoxification, adaptation"
Rv1027c,-2.8150915954613085,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.229880586840164,1.3195969140335473,-1.616014186656884,-1.0,-2.51314398812073,0.03323632947393197,0.01323582715669404,-0.033311021717127284,-0.08427900747348217,-0.3106689774726784,2.2,-1.36,0.41,0.18,0.6,0.3,0.77,0.45,2.47,1.97,1.78,-0.05,0.27,1.13,0.16,-0.82,2.32,-2.07,0.15,1.95,-0.53,0.53,5.07,-2.62,0.08,5.99,regulatory proteins
Rv1028c,0.0,-1.531156057025363,0,-1,0,0.0,1.035623909730721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.1670453091542242,-0.2585615618725856,-0.2788994023996176,-1.0,-0.749751135744687,-0.07180391939735792,-0.2620519076945334,0.05966188434909495,-0.3100252149178522,0.9827197343457832,0.15,-0.33,-0.75,-0.17,-0.16,0.05,-0.7,0.28,-0.85,-0.82,-0.86,0.16,0.11,-1.58,-6.6,0.74,-1.55,0.75,0.44,0.18,0.7,0.62,-0.87,-0.29,0.58,1.35,regulatory proteins
Rv1028A,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91465150553601,-2.224882870641129,-3.1690694020387418,0.0,0.0,0.07906317099561865,-0.7367790669126155,-0.03467588484753237,-0.1460395041897712,-0.3256844166249044,-4.56,0.68,-0.5,0.32,-0.94,0.77,-1.62,0.12,0.88,-0.67,-0.53,-1.02,0.04,-2.81,0.83,6.92,-5.23,-3.86,-0.05,2.2,6.33,-0.01,-1.34,5.08,7.23,-2.92,cell wall and cell processes
Rv1029,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.3208503573498322,0.4809428851459515,0.2251488811418592,-1.0,-0.0440048593251336,0.0758898475424797,0.08504620516649401,-0.0538571295964811,-0.2256178523312653,-0.1979449439622885,-0.18,-0.35,0.3,0.5,-0.18,-0.28,-0.01,-0.38,-0.55,-0.53,-0.15,-0.01,0.15,0.1,-1.03,0.09,0.26,-0.85,-0.05,0.03,-0.16,0.31,-0.63,-0.56,-0.11,-4.48,cell wall and cell processes
Rv1030,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.04684844731214766,0.7466793547341327,0.3181832268877524,-1.0,0.692859637314208,0.01853845209832905,-0.1296236367177419,0.0106426908918526,0.5240263769445969,-0.2988358555113296,0.27,1.81,0.59,0.44,0.5,0.43,0.57,0.09,0.91,1.62,1.3,-0.22,-0.29,-0.46,1.57,0.24,-1.14,2.35,0.24,1.16,0.09,0.12,1.18,0.77,-0.27,3.15,cell wall and cell processes
Rv1031,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6259894159416202,-0.356143328987267,-0.3109258757673878,-1.0,-0.503330518421553,-0.0939007269767572,-0.6777425185038677,-0.2634463957494892,-0.1303842727112724,-0.2689769120960492,1.28,0.79,0.91,0.69,0.56,0.69,1.07,0.06,1.16,1.22,-0.67,-1.07,-0.12,-0.33,0.58,-0.64,1.19,2.41,-0.29,-0.52,-0.46,0.24,-2.92,1.43,-0.83,2.1,cell wall and cell processes
Rv1032c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.07174750073547961,-0.1620313193695849,0.4483500507156847,-1.0,-0.10627339787184299,0.007827596054661459,-0.002986377836278442,-0.2188640504445965,-0.2858593007588979,-0.01874542393077494,0.05,0.0,0.01,0.35,-0.22,0.61,0.23,-0.3,0.5,0.4,0.66,0.48,0.29,-0.22,0.33,-0.37,-0.16,-0.28,0.33,0.25,0.02,0.53,-0.6,0.63,-0.07,0.01,regulatory proteins
Rv1033c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.3772318437662685,0.1884549762161812,-0.2645612343432025,-1.0,0.5910042736551079,0.0535690028287987,-0.1172966548613812,0.04576609838259272,-0.01040358548126173,-0.302834961632442,-0.08,-0.56,0.09,-0.04,-0.26,-0.32,-0.58,-0.13,-0.36,-0.13,-0.41,0.28,0.28,-2.38,-1.43,-0.45,-0.32,-0.59,0.08,0.46,-0.25,0.13,-1.12,-0.88,0.16,-1.37,regulatory proteins
Rv1034c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1508004119312024,-0.6733375393443846,0.8757727361224296,-1.0,5.46507011115694,0.4491971639777344,-1.082913637285593,-0.1666498694094515,-1.8311305745764102,-0.5737352452979021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.19,-1.59,-0.15,-1.61,2.3,0.0,0.0,-7.3,2.36,-2.9,1.2,1.97,-2.08,-1.0,0.96,-2.9,-7.3,-4.54,insertion seqs and phages
Rv1035c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.585234351495413,-5.940498060918429,5.857576036163657,-1.0,4.22339605019223,0.24572765999139998,0.4623941306091438,0.036959104772518084,0.3042625396453727,0.7843930527931522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.98,-1.23,0.43,-0.77,0.09,2.88,0.63,2.68,-6.78,-0.17,0.31,0.01,2.38,0.51,3.87,-2.39,1.46,0.85,insertion seqs and phages
Rv1036c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4430372720850504,-0.4342935745048705,0.491317199267817,-1.0,0.439281128126614,0.003419078504252882,0.02167259413737418,0.1408362725499469,0.06492152161503507,0.1342190714698969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.31,0.91,-0.3,-0.12,-5.71,-5.19,0.32,-1.09,2.09,0.01,0.14,-0.1,-0.27,-0.63,1.01,0.66,1.38,insertion seqs and phages
Rv1037c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.243094453560157,-0.2257873494103318,0.2969808510705818,0.0,-0.490790268860405,0.1688092107009222,-0.006613328293306956,0.4261431618982205,0.4034542183858761,0.3404682254391138,-0.64,0.01,1.39,0.2,0.21,-0.06,0.06,-0.16,1.6,0.16,0.84,-0.33,-0.11,-1.34,1.04,0.26,-1.91,-3.88,-0.02,0.34,-0.28,-0.17,1.35,1.27,-0.39,2.05,cell wall and cell processes
Rv1038c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2879238746303441,-0.09516455560080267,-0.1187544365044337,-1.0,-0.955966813701626,-0.3260144093007722,-0.09230922417221107,0.04761683842960432,0.1695301211768423,0.5287067925402522,-0.36,-1.4,-0.58,-0.45,-0.45,-0.91,0.6,0.1,0.97,0.29,0.13,0.56,0.18,-2.38,-2.31,0.02,-1.05,-0.17,-0.13,0.89,-0.38,0.18,-0.4,-1.2,-0.24,-5.46,cell wall and cell processes
Rv1039c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.026827706199873718,0.2941062595896561,-0.4983163627784787,-1.0,0.5166622074383621,-0.04330028196340205,0.2812129510889279,-0.002520629232839828,-0.02531874734540818,0.3232369656059447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.94,0.59,0.07,0.2,-0.35,0.32,-0.07,0.15,-0.31,0.21,-0.36,-0.05,0.23,0.2,0.56,-0.18,1.98,PE/PPE
Rv1040c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.195685819747068,-1.048260941453458,1.354813634026868,-1.0,-0.890196535657787,-0.2253329336571699,-0.1037020733213257,-0.43421462073212497,0.4383557884899378,0.4946457300295469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.92,-0.63,-2.5,0.14,0.04,-1.14,-0.28,0.35,0.56,-1.25,0.39,-0.16,-0.22,0.38,-1.63,-0.86,0.18,-2.41,PE/PPE
Rv1041c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.3037122303531369,-0.7309108234182091,0.7690740223167406,-1.0,1.7762135632539902,0.002501375315887656,0.0831653716051152,0.06680857084363949,0.06830097077980604,-0.07296895684007446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,-0.43,-0.57,0.33,0.13,0.25,0.48,-0.22,-0.7,-0.05,-0.02,-0.07,-0.44,0.17,0.35,-1.3,-0.33,0.28,insertion seqs and phages
Rv1042c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1542367669135272,0.6382858654881532,-0.1151364098965849,0.0984398170296416,0.113224244573974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.29,-1.6,-2.56,-0.03,0.22,1.13,-1.5,1.22,-1.45,-0.18,-0.09,-0.6,0.63,0.45,-1.09,-0.61,0.17,-4.89,insertion seqs and phages
Rv1047,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.1559517462246873,-0.015171979302626782,0.524292096902866,0.0,1.18104015365984,0.002743549445030402,-0.01290714038629057,-0.08172439743445381,0.06302979856614259,-0.19005418522411202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3,-0.84,-0.63,-0.12,-0.04,-0.57,0.88,-0.2,-0.41,-1.69,-0.26,-0.1,0.0,-0.28,-0.45,-1.24,0.13,0.13,insertion seqs and phages
Rv1049,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3119809715746257,-0.01854386890882399,1.098474616328965,-1.0,0.220687437358689,0.07025146224640881,0.3379793494059342,-0.2143299050653819,0.42168333593955504,0.018412037113880432,1.55,1.23,1.34,1.12,0.67,1.33,0.95,0.55,-0.95,-1.54,-1.4,0.06,0.1,-2.54,2.2,1.7,-0.09,-1.57,0.18,-0.74,1.4,0.45,-0.06,0.74,0.46,-4.11,regulatory proteins
Rv1050,0.0,0.0,0,0,0,0.0,0.9020161374812912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.3172708634088721,-1.2507640285212842,0.0911347087277153,-1.0,2.33989220161028,-0.1773702079914433,-0.4595499839030561,-0.1474224443523547,-0.1742941040544232,0.1732063664702306,1.16,1.17,2.56,0.75,0.7,0.07,0.53,1.61,-0.33,-0.89,0.39,-0.08,0.35,1.7,1.66,-0.37,0.8,0.53,0.51,-1.28,-0.64,0.31,0.51,-2.0,-0.44,2.53,intermediary metabolism and respiration
Rv1054,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5643504960594581,1.1891518186412342,-0.9041262673574278,0.0,-0.610428232508494,0.1038024272439618,0.3047394376646071,-0.01407036857783275,-0.06891937988974879,1.4367683131966298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,1.25,1.11,-0.27,-0.43,-4.38,-6.98,-1.19,1.09,1.9,-0.19,3.58,-1.3,-0.17,2.38,1.49,-1.02,-1.66,insertion seqs and phages
Rv1055,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.732168053258448,-6.668502699148525,-1.0,0.0,2.9487153917241202,0.2016338611696504,-1.958314097193076,0.9544592160898148,-0.4964258261194988,-0.4052564784862585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,-1.01,-2.84,2.07,1.62,4.28,1.62,7.53,-1.89,0.0,0.03,1.04,4.18,1.63,2.43,0.0,6.93,1.43,insertion seqs and phages
Rv1058,0.0,0.0,0,0,0,0.0,5.307428525192249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.8611227532022618,1.4078292201015818,-3.534588265109288,-1.0,-2.822970381043,-0.3789286998221865,-0.02764167222854371,-0.2373646790906021,0.2261497256505989,0.1165279584640596,0.02,1.47,-0.38,0.61,0.51,0.31,0.76,1.06,2.48,1.32,1.98,-0.52,-0.23,-3.62,-5.26,1.86,-0.56,-1.99,-0.09,-0.93,1.3,0.04,-1.83,0.2,1.28,-7.59,lipid metabolism
Rv1064c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3169835423351208,-1.608287901497204,2.2897364433991383,-1.0,1.1298038547498899,-0.1374188693119447,0.3174211176038461,-0.3416718544607527,0.4271736308463804,-0.112934411850622,1.07,0.18,1.62,0.39,0.18,0.57,0.13,0.11,-0.07,0.26,-0.47,0.29,0.05,3.75,4.73,0.17,-1.58,2.94,0.23,0.03,0.37,0.17,2.48,3.09,0.15,2.61,cell wall and cell processes
Rv1067c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.9891841441121292,-1.5327869569828871,1.313970818830346,-1.0,0.7227086198570619,0.00294538390349412,-0.004342200541698532,-0.2414205927277312,0.4697384573829737,0.06436975052887946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,-0.17,-0.01,-0.09,0.07,0.68,-1.64,-0.5,0.6,0.0,-0.05,-0.56,-0.25,0.09,0.52,0.98,-0.23,-1.85,PE/PPE
Rv1068c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.2291530489135729,-0.005333706659673178,-0.5553735833335005,-1.0,0.0,-0.3679344829626282,-0.7167443795018816,-0.2951593316862631,0.1450153616278941,-0.2239554268080389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.5,0.97,-0.11,-0.26,-0.29,-2.67,0.18,0.56,-1.35,-0.32,0.95,0.4,-0.2,-0.64,-0.25,0.45,-0.35,PE/PPE
Rv1070c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.673158556,0.0,-1.0,-0.06328274316456939,0.01916098915732999,-0.8496409024346564,-1.0,0.8578177082674059,0.6699118435341309,0.4016269069308809,0.16536048842985798,3.8085562038078065,-0.6992537788709491,0.81,0.07,0.18,0.98,0.02,0.42,0.35,0.41,-3.19,-3.76,-4.29,-0.15,0.19,4.87,-0.51,-0.7,-1.01,-3.62,0.06,0.72,-0.69,0.39,-4.13,-3.17,0.21,-6.26,lipid metabolism
Rv1071c,0.0,0.0,0,0,0,-1.525720797043354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.2997082112517965,-0.1434255028531481,-0.04460219278023884,-1.0,1.31776435005111,0.5156030290767503,0.5944961983910467,0.3054653681906316,2.1986847235620632,0.2025459752113426,0.79,0.2,2.01,1.73,0.44,0.32,0.81,0.41,-0.21,0.6,-0.74,0.1,-0.16,0.69,-0.64,-0.25,-1.28,-0.04,-0.26,0.13,0.22,0.2,-0.19,-1.27,0.46,0.55,lipid metabolism
Rv1072,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.4983873221025648,0.5786832897919052,1.524132833103093,-1.0,0.8466086173449829,-0.4890147962377408,-0.5981298726926654,-2.4587240336307703,3.0142060646426816,-0.3352241656838494,0.98,0.18,0.84,-0.26,0.49,1.13,1.12,0.24,1.16,2.17,0.83,-2.37,0.09,-0.92,6.23,-1.83,2.41,4.63,0.87,-0.59,-0.52,0.92,-1.92,5.45,-0.59,0.91,cell wall and cell processes
Rv1074c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.2713804613715587,0.9050912695277912,-1.439987166067817,-1.0,-0.0476110566003655,0.03744792175571506,0.1874153735221914,0.1170033089465202,0.2983672608168611,0.1520775724229396,-0.52,0.04,0.54,0.3,0.02,0.05,0.21,0.86,1.01,0.89,-0.3,-0.26,0.2,-1.43,0.49,0.04,-0.22,-0.47,0.27,1.23,-0.02,0.08,-0.28,0.15,0.3,0.68,lipid metabolism
Rv1075c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.2455981782004372,-0.3279881660167867,-0.3942139719868139,-1.0,-0.5113107242969089,-0.06729979280623691,0.1638784817688247,-0.09562179092426712,-0.05611023515796455,-0.051592657341686984,-0.13,-0.08,0.94,-0.51,-0.15,-0.19,0.24,-0.34,0.09,0.37,1.18,-0.21,-0.1,-0.96,-1.02,1.16,-0.76,-0.03,0.0,-0.15,0.94,0.01,0.91,-0.12,1.04,0.67,cell wall and cell processes
Rv1076,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.3233544526316641,0.4985832190024359,-0.2108266321479984,-1.0,-0.540271652388333,-0.1685032681811638,-0.1657957566021398,0.2687524619519532,-0.08045896780515975,-0.007696737473495551,-0.48,-0.21,-0.07,-0.27,-0.47,-0.29,-0.51,-0.64,0.11,-0.26,-0.33,0.0,-0.03,-0.79,-3.01,0.24,0.99,-0.76,-0.02,0.58,0.02,0.06,-0.65,-0.99,-0.06,-4.78,intermediary metabolism and respiration
Rv1077,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.3432112965351184,0.5532483330360825,-0.2429492953404533,-1.0,-0.22103040700767898,-0.01948684454802786,-0.02364827813620043,0.6300447966631646,-0.053898833378679914,-0.06976414280186481,0.28,-0.09,0.73,0.13,0.02,0.54,0.11,0.05,-0.35,-0.25,-0.37,0.14,0.09,0.22,-0.34,0.0,0.17,-0.01,-0.11,0.62,-0.02,0.29,-0.2,0.38,-0.12,-0.86,intermediary metabolism and respiration
